"preps","institutioncode","collectioncode","catalognumber","Stand.Prep","Stand.Prep.2","Stand.Prep.3","Tissue","Photo","X","freq"
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5502","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2553","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4978","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3027","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6961","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6137","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6982","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1987","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3392","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7596","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9250","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8306","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7562","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1790","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3516","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7190","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5070","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3662","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3545","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6000","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7493","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8957","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","0144","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3568","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6957","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2110","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1896","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8091","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6674","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4644","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7682","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6787","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9107","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2466","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1572","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5145","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2013","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9184","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8481","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3253","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5822","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7519","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7202","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1594","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4695","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3841","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2643","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4856","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5215","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9102","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4149","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8580","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7026","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9145","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8145","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6372","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8115","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7141","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9288","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1750","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5462","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8894","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4739","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7548","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5933","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4268","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3764","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3132","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8444","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5393","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1959","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4935","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9010","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5353","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6031","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6312","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2804","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8500","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2968","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6414","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5025","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3426","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2990","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3520","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5287","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6609","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8680","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6663","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2723","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1884","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4157","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7904","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7419","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4462","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6297","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5209","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1239","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4448","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7270","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7821","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7486","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5582","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3728","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5243","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7032","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8379","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2076","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3247","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5095","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8778","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3034","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6044","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7024","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7517","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8249","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3302","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7672","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7000","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9308","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7402","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1816","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5237","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6653","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2424","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2822","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4349","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6415","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4275","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6167","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1454","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8953","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6995","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5269","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8837","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8626","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5023","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7048","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7525","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6912","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3511","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9083","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5932","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8872","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8138","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8770","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4341","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8264","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8159","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7235","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8305","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8721","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7412","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8087","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2964","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5515","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3067","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5667","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5129","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5770","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2333","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7044","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3130","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6025","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8835","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4132","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5780","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9343","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8848","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8149","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7096","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5210","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6331","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6276","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4370","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7918","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7063","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1944","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3842","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3187","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9269","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5056","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6039","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7116","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5348","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3510","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3199","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8685","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6168","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3404","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3781","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5228","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6238","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1821","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8765","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4185","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9306","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6254","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4558","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4868","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8972","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5366","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4555","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7600","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6775","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7872","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7785","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5799","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8704","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6871","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4981","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5990","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6127","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4570","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2936","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5538","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4496","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3765","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","0323","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1862","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3589","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9386","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2363","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5629","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2081","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5908","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8421","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6491","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2672","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3424","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1897","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7222","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5251","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8855","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4164","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","9129","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3285","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1704","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5607","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2980","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6116","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8578","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4156","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","3823","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4409","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5109","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","6935","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","8458","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4615","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","5157","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","1714","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","2985","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","7993","Skeleton","","",NA,NA,NA,16
"Skeleton; complete; &","royal ontario museum: rom","vertebrate paleontology","4889","Skeleton","","",NA,NA,NA,16
