"Collector","Count"
"bart",8
"bill",8
"boege",8
"bridges",8
"cashner",8
"cunningham",8
"eddy",8
"evert",8
"finley",8
"hans",8
"hardy",8
"heacock",8
"herrin",8
"hudman",8
"mader",8
"maxwell",8
"menhinick",8
"neth",8
"ogilvie",8
"pledger",8
"prashad",8
"robertson",8
"schultze",8
"staiger",8
"stanley",8
"state",8
"tomelleri",8
"trueb",8
"tucker",8
"turner",8
"vaughn",8
"weaver",8
"wellman",8
"whipple",8
"abbott",7
"adelman",7
"born",7
"boschung",7
"branch",7
"brown",7
"coslett",7
"denoncourt",7
"dooley",7
"dundee",7
"feddern",7
"freeman",7
"gaunt",7
"howell",7
"keller",7
"lillie",7
"lwfc",7
"matthew",7
"myers",7
"natural",7
"padgham",7
"perez",7
"pisani",7
"powers",7
"singer",7
"standage",7
"stein",7
"terry",7
"thatcher",7
"toal",7
"van",7
"wilson",7
"zuercher",7
"abe",6
"andrews",6
"arnold",6
"barry",6
"baugerter",6
"bowles",6
"bulloch",6
"burt",6
"bury",6
"buth",6
"cei",6
"erik",6
"fisherman",6
"francine",6
"gardner",6
"harp",6
"hartman",6
"hoose",6
"ivantsoff",6
"knitig",6
"kong",6
"lindsey",6
"maurine",6
"mcdaniel",6
"mengel",6
"merz",6
"moberly",6
"mount",6
"patterson",6
"paulson",6
"pitman",6
"prawn",6
"research",6
"riggin",6
"roland",6
"schoonover",6
"south",6
"stough",6
"study",6
"sylva",6
"tinkle",6
"trap",6
"tulecke",6
"vaniz",6
"vial",6
"wild",6
"adele",5
"bless",5
"bliss",5
"braaten",5
"branley",5
"branson",5
"brigham",5
"brittan",5
"bruer",5
"buford",5
"cardwell",5
"carl",5
"collier",5
"dean",5
"dick",5
"downs",5
"dulka",5
"eicher",5
"expedition",5
"giffen",5
"gomon",5
"greaney",5
"greg",5
"guidroz",5
"haley",5
"halsey",5
"hamilton",5
"hauptli",5
"heard",5
"herald",5
"hocutt",5
"hooper",5
"huffman",5
"institute",5
"iowa",5
"janes",5
"joe",5
"junior",5
"kaufman",5
"kepler",5
"kinsey",5
"kritsky",5
"logan",5
"lytton",5
"malaret",5
"maness",5
"matson",5
"mcfadden",5
"murphy",5
"nonhof",5
"ogle",5
"q",5
"ramos",5
"reed",5
"reeves",5
"rehbein",5
"ronald",5
"ryan",5
"samenus",5
"schultz",5
"science",5
"sea",5
"staines",5
"tatum",5
"ulrich",5
"walsh",5
"waters",5
"wenke",5
"witts",5
"workshop",5
"zamrzla",5
"aden",4
"barbour",4
"bauman",4
"beers",4
"belize",4
"bonislawsky",4
"buhler",4
"caire",4
"calvin",4
"clyde",4
"conant",4
"cook",4
"craig",4
