"Collector","Count"
"brothers",9
"call",9
"cavagnaro",9
"chaiyo",9
"colombia",9
"coyote",9
"cristina",9
"davies",9
"debbie",9
"dever",9
"eduard",9
"elgin",9
"evironmental",9
"f.c",9
"feeney",9
"flores",9
"galapagos",9
"garth",9
"gatar",9
"gene",9
"gentry",9
"giles",9
"gomon",9
"gregg",9
"guyana",9
"hanson",9
"harris",9
"harrison",9
"hashiwelimeng",9
"hein",9
"heki",9
"hoevers",9
"israel",9
"j.s",9
"jun",9
"k.l",9
"kelly",9
"lindberg",9
"lo",9
"m.m",9
"marischal",9
"mathews",9
"miranda",9
"morgan",9
"nat",9
"osane",9
"paladini",9
"paulson",9
"perry",9
"petry",9
"pollard",9
"presented",9
"prog",9
"quade",9
"rabenau",9
"rahman",9
"reeves",9
"rohrs",9
"rupp",9
"rv",9
"s.h",9
"s.j",9
"sada",9
"sarker",9
"seegert",9
"shedd",9
"smedley",9
"stanford",9
"stanton",9
"stephanie",9
"storey",9
"sur",9
"suzanne",9
"swain",9
"t.c",9
"thompson",9
"titcomb",9
"tom",9
"tributyltin",9
"vandermeer",9
"varley",9
"vaughn",9
"w.s",9
"webster",9
"wes",9
"whitney",9
"wildrick",9
"alexander",8
"amheim",8
"among",8
"anita",8
"aquat",8
"aust",8
"balon",8
"bemis",8
"bill",8
"blunt",8
"boonya",8
"bowman",8
"brenda",8
"briggs",8
"bundock",8
"carlton",8
"carter",8
"cfg",8
"chicago",8
"cleary",8
"club",8
"coll",8
"cooney",8
"coots",8
"couret",8
"crivello",8
"cummings",8
"dick",8
"domanik",8
"doni",8
"duncan",8
"et.al",8
"faber",8
"findley",8
"frantz",8
"gallagher",8
"garman",8
"gift",8
"gilmore",8
"goldman",8
"gosse",8
"gosztonyi",8
"greg",8
"gressitt",8
"grotting",8
"hall",8
"hawaiian",8
"hedrick",8
"hendrickson",8
"hole",8
"ibarra",8
"j.j",8
"j.m",8
"jerry",8
"keating",8
"keato",8
"kofoid",8
"konatich",8
"madison",8
"magtoon",8
"mais",8
"mattson",8
"mccarthy",8
"mckinney",8
"molly",8
"mori",8
"nakayama",8
"niering",8
"nunez",8
"o.r",8
"oklahoma",8
"olalla",8
"osborn",8
"phil",8
"philippine",8
"pont",8
"rairai",8
"ralph",8
"reeker",8
"reiner",8
"remsen",8
"riley",8
"s.b",8
"s.i",8
"sandoz",8
"schmidt",8
"sea",8
