"Waterbody","Count"
"magdalena r. basin; rio san jorge",1
"magdalena r. system",1
"mahaica cr. basin; maduni cr.",1
"mahanaddi river",1
"mahanadi river basin",1
"mahaweli basin; mahaweli river",1
"makushin bay",1
"mallacoota inlet",1
"mandalug river",1
"mangso r.",1
"mangutu creek",1
"manila bay.",1
"manito lake",1
"manzanita lake",1
"maracaibo basin; r. negro",1
"mariposa creek",1
"maroubra river",1
"massachusetts bay?",1
"matlacha bay",1
"matsubara bay",1
"maumee r. basin; auglaize r.",1
"maumet river",1
"maxinkuckee lake",1
"mccloud river",1
"mcintyre r.",1
"mckenzie r. basin; mckenzie r.",1
"mckenzie river",1
"meadow cr.",1
"megna river",1
"melak river",1
"melombo river",1
"melombo river (nyong r. sys.)",1
"menam mun river system; tributary",1
"merced r., n. fork",1
"merced river",1
"mfiande & seng rivers",1
"mfiande riv.",1
"middle beaver creek",1
"middle fork tule r.",1
"middle rio sinu",1
"middle soup river",1
"middlesoup river",1
"milcov river",1
"mille lacs lake",1
"mineopa creek",1
"minnesota river",1
"mino river",1
"miskingum river",1
"mississippi drainage",1
"mississippi r. basin; clinch r.",1
"mississippi r. basin; des moines r.",1
"mississippi r. basin; illinois r.",1
"mississippi r. basin; niangua r.",1
"mississippi r. basin; red rock r.",1
"mississippi r. drainage; south platte r.",1
"mississippi r. system; albany branch of spring creek",1
"mississippi r. system; arkansas r. basin",1
"mississippi r. system; cypress creek",1
"mississippi r. system; lower twin lakes",1
"mississippi r. system; osage fork of gasconade r.",1
"mississippi r. system; shoal creek",1
"mississippi r. system; south fork of swannanoa r.",1
"mississippi r. system; spring branch",1
"mississippi river basin; spring",1
"mississippi river system; reed creek",1
"mississippi river system; stone river",1
"mobile r. drainage; alabama river",1
"moira lakes",1
"molawin river",1
"mollala river",1
"molucca straits",1
"momjepom river",1
"mono lake?",1
"monterey bay drainage; elkhorn slough",1
"monterey bay.",1
"mormugao bay",1
"morong r.",1
"morong river",1
"morris cr.",1
"motatan r. basin",1
"moubray harbor",1
"mountain stream",1
"mountain torrent",1
"mouth of rio bayamon",1
"muertos bay",1
"mures r.",1
"murphy pond",1
"muskingum r.",1
"mvila river system; menyoo river",1
"myakka river",1
"naches river",1
"nachex river",1
"naktong r. basin; rakuto r.",1
"nakura river",1
"nandhaur r.",1
"nandhaur river",1
"nanjan river",1
"nasel river",1
"natchess river",1
"nathes river",1
"naujan r.",1
"navarro basin; navarro river",1
"navarro river",1
"neches r.",1
"neches r. basin; neches r.",1
"nehalem river",1
"neotia river",1
"nepean bay",1
"nepean r.",1
"neuse river basin; neuse river",1
"neuses river",1
"new r.",1
"newcomb bay",1
"newnan lake",1
"ngeremeskang r.",1
"nhatrang bay",1
"niagra falls",1
"niagua river",1
"niobrara river",1
"nokay lake",1
"nooksack r.",1
"nooksack river",1
"norfolk bay",1
"north fork mad r.",1
"north fork pit r.",1
"north fork yuba r.",1
"noya river",1
"ntem or campo r. basin; mfiande and seng rivers",1
"nye river",1
"nyong riv.",1
"o'malley r.",1
"obeo river",1
"obeyo river",1
"obion cr.",1
"obion r.",1
"ocean pond",1
"ohata r.",1
"ohertail r.",1
"olive cove",1
"on board bait tank",1
"opon river",1
"orange lake",1
"orinoco r. basin; cano de quiribana",1
"orinoco r. basin; quebrada cramalote",1
"orinoco r. basin; r. guarico & tributaries",1
"orinoco r. basin; r. orinoco",1
"orinoco r. basin; r. targuachi",1
"orinoco r. basin; rio paya",1
"osage r.",1
"osage river",1
"ostuchi bay",1
"otagawa r.",1
"owari bay",1
"owens lake",1
"pa sak r.",1
"pahang river",1
"pajaro r. basin; pajaro r.",1
"palikulo bay",1
"palm beach",1
"pamlico river basin; tar river",1
"panchanai r.",1
"pansipit river",1
"pansipit river drainage; lake taal",1
"papermill cr.",1
"para river",1
"parana/de la plata basin; r. bodoquena",1
"parana/de la plata basin; rio mogi guassu",1
"parana/la plata drainage",1
"paratong river",1
"parker cr.",1
"pasak river",1
"pascagoula r. basin",1
"pasquotank river",1
"pataha cr.",1
"pataha creek",1
"paterson r.",1
"pearl river basin; pearl river",1
"pearl river tributary",1
"peoria lake",1
"pepperwood creek",1
"perak r. basin; chanderoh lake",1
"perak river drainage",1
"pescadero cr.",1
"pescadero lagoon",1
"petaluma creek",1
"peters creek",1
"pevas cano",1
"phoenix bay",1
"pilancitos creek",1
"pilarcitos cr.",1
"pilot cr.",1
"pinacanawan river",1
"pine gulch creek",1
"pirapora r.",1
"pit r.",1
"pitt/sacramento basin",1
"pok fu lam creek",1
"pomme de terre river",1
"pond",1
"pond cr.",1
"pongolo river",1
"pools",1
"port creek",1
"port neuf r.",1
"port stephans",1
"porter creek",1
"potomac",1
"potomac r. basin",1
"potomac r. system; hawksbill creek",1
"potrero grande bay",1
"pra r. drainage",1
"prairie cr.",1
"prairie r.",1
"prosser creek",1
"ptarmigan lake",1
"puerto san carlos",1
"purissima cr.",1
"queen charlotte sound",1
"quesnel lake",1
"quingoa river",1
"r. amana",1
"r. amazon",1
"r. amazonas basin; chumatagua creek (or river)",1
"r. amazonas basin; igarape do meritysal",1
"r. amazonas basin; lago grande do villa franca",1
"r. amazonas basin; lago yarinacocha",1
"r. amazonas basin; lagoa do maica",1
"r. amazonas basin; pebas cano",1
"r. amazonas basin; r. azupizu",1
"r. amazonas basin; r. colorado",1
"r. amazonas basin; r. huallaga",1
"r. amazonas basin; r. jufari",1
"r. amazonas basin; r. parietuba",1
"r. amazonas basin; r. rondos (trib. of r. monzon)",1
"r. amazonas basin; r. tambopata",1
"r. amazonas basin; r. tapajos",1
"r. amazonas basin; rio alto maranon & creek trib.",1
"r. amazonas basin; rio itaya",1
"r. amazonas basin; rio tapajos",1
"r. amazonas basin; rio tapajos basin",1
"r. amazonas basin; rio ucayali",1
"r. amazonas basin; rio urubamba",1
"r. amazonas basin; stream",1
"r. amazonas basin; yahuas yacu",1
"r. amazonas system",1
"r. ampiyacu basin",1
"r. apure basin",1
"r. atrato basin; rio atrato",1
"r. atrato basin; rio quito into rio atrato",1
"r. atrato basin; rio raspadura",1
"r. barcau",1
"r. barranca alta & r. chanchan",1
"r. battor",1
"r. benus",1
"r. branco basin",1
"r. cachabi",1
"r. calle calle basin; estero cutipai",1
"r. carapatal",1
"r. carrapatal",1
"r. casqueiro",1
"r. cebollati",1
"r. cerna",1
"r. colorado",1
"r. comas",1
"r. cotopino",1
"r. cuchujachi",1
"r. d'oro",1
"r. danube",1
"r. de los conchos",1
"r. doce basin",1
"r. eten",1
"r. fuku",1
"r. galado",1
"r. grande (=bravo) basin; affluent to rio conchos",1
"r. grande del norte",1
"r. grande drainage",1
"r. grande drainage; arroio fundo",1
"r. grande drainage; r. conejos",1
"r. guadalupe",1
"r. itaya",1
"r. itu",1
"r. ixala",1
"r. jequitinhonha",1
"r. lerma",1
"r. lermo",1
"r. macarapana",1
"r. madiera drainage; guapore r.",1
"r. magdalena basin ; r. bogota",1
"r. magdalena system",1
"r. manamo basin; r. tigre",1
"r. marguareta",1
"r. maullin basin",1
"r. mesquital drainage; r. canatlan",1
"r. meta basin",1
"r. mogi-guassu",1
"r. mogiguassi",1
"r. motru",1
"r. nanay",1
"r. negro basin ; lago nahuel huapi",1
"r. nera",1
"r. noavaco",1
"r. orinoco basin; cano de quiribana",1
"r. panuco basin; r. moctezuma",1
"r. paraiba basin; r. paraiba do sul",1
"r. parana basin ; lagoa fervedeira",1
"r. parana basin ; r. paraguay",1
"r. paranapura",1
"r. parnaiba basin; r. parnaiba",1
"r. patia basin",1
"r. perene",1
"r. pespuntal",1
"r. quirocoba",1
"r. salimoes basin",1
"r. san juan basin ; r. condoto",1
"r. san juan basin; r. san juan",1
"r. sanchon",1
"r. santa cruz basin; r. santo domingo",1
"r. santa rosalia",1
"r. sao pedro",1
"r. somes",1
"r. somesul rece",1
"r. sordo",1
"r. tapajos drainage",1
"r. tavarro",1
"r. tiete",1
"r. tirnava-mare",1
"r. toachi",1
"r. tocantins basin; corrego do monjolo",1
"r. tocantins basin; lago francisquinha",1
"r. tocantins basin; lagoa barra fazenda",1
"r. tocantins basin; olaria pond",1
"r. tocantins basin; presidio brook/rio tocantins ?",1
"r. tocantins basin; riberao",1
"r. tocantins basin; riberao lagem",1
"r. tonto",1
"r. topolnitza",1
"r. truando",1
"r. tur",1
"r. uapes",1
"r. ucayali basin",1
"r. verde basin",1
"r. yaracuy",1
"r. yarra",1
"r. yum",1
"r. zulia basin",1
"rapid creek",1
"rapid river",1
"red bird creek",1
"red r.",1
"red r. basin; assiniboine r.",1
"red r. basin; qu'appelle r.",1
"redfish bay",1
"rejang r.",1
"remac river",1
"reventazon r.",1
"riara r.",1
"richland creek",1
"richmond river",1
"rio aconcagua basin",1
"rio amazonas",1
"rio ariguanabo ?",1
"rio baco",1
"rio balsas basin; rios balsas & cocula",1
"rio branco drainage",1
"rio bravo (grande) basin; rio conchos",1
"rio brazos basin; rio lampasas",1
"rio calle calle basin",1
"rio calle calle basin; lago rinihue",1
"rio caura basin",1
"rio chihuahua",1
"rio cobre",1
"rio coetzala",1
"rio dagua",1
"rio dario",1
"rio de ixtapa",1
"rio de la plata",1
"rio de vile",1
"rio dos mongubas",1
"rio elota",1
"rio forlon",1
"rio grande de loisa",1
"rio grande de matagalpa",1
"rio grande de santiago",1
"rio grande y rio almoloya",1
"rio itaipu  ?",1
"rio ixtla",1
"rio jurado",1
"rio loiza basin; rio (grande de) loiza",1
"rio madeira",1
"rio maderas",1
"rio magdalena basin; branch of rio san miguel",1
"rio manare",1
"rio mulege",1
"rio nazas",1
"rio otopa",1
"rio palacios",1
"rio panuco basin; rio panuco",1
"rio parahyba drainage; rio parahyba (=paraiba)",1
"rio partogandi",1
"rio perdiso",1
"rio postaza",1
"rio presidio",1
"rio quiotepec",1
"rio s. francisco",1
"rio salado",1
"rio santa engracia",1
"rio santiago drainage; rio lerma",1
"rio santo domingo",1
"rio sonoyta",1
"rio soto la marina basin",1
"rio tehuacan",1
"rio tehuantepec basin; rio tehuantepec",1
"rio truando",1
"rio verde",1
"river sarang buaya",1
"river sedili",1
"river tok dor",1
"rivulet matca=niarad",1
"roanoke r.",1
"roaring r.",1
"rock castle creek",1
"rock castle river",1
"rock pool",1
"rogue r.",1
"rogue r. basin",1
"rough creek",1
"roundsick creek",1
"row r.",1
"rush creek",1
"ryton river",1
"s. china sea",1
"sabine r. basin; sabine r.",1
"sagami bay ?",1
"sagami wan",1
"saint croix r.",1
"sala river",1
"salinal river",1
"saline river",1
"salt cr.",1
"salt river",1
"saluda river",1
"salunda river",1
"samar sea",1
"san agostin river",1
"san agustin river",1
"san antonia abad slough",1
"san antonio creek",1
"san bartolme bay",1
"san carlos creek",1
"san cristobal bay",1
"san cristobal river",1
"san diego bay?",1
"san diego river",1
"san diego trough",1
"san francisco creek",1
"san francisco market",1
"san jacinto river",1
"san joaquin r. basin",1
"san juan channel",1
"san leandro bay ?",1
"san lorenzo cr.",1
"san lucus bay",1
"san luis rey r.",1
"san macento creek",1
"san macinto creek",1
"san quentin bay",1
"san rafael cr.",1
"san roque bay",1
"sanaga r.",1
"sanaga r. drainage; sanaga r.",1
"sanaga river",1
"sanaga river drainage",1
"sandakan bay",1
"sandy cr.",1
"sandy creek",1
"sango bay",1
"sankusu river",1
"santa ana r.",1
"santa cruz channel",1
"santa inez r.",1
"santa lucas bay.",1
"santa maria river",1
"santee r. drainage",1
"santee river basin; catawba river",1
"santee river basin; pacollet river",1
"santiam canal",1
"santo tomas",1
"sao francisco r. basin",1
"saratoga cr.",1
"saratoga creek",1
"sargasso sea",1
"saskatchewan r. system; fraser r.",1
"saskatchewan river",1
"satsop r.",1
"satsop river",1
"schlegel creek",1
"scott bay",1
"segaliud r.",1
"seine r.",1
"seletar r.",1
"seletar river",1
"semida river",1
"seymour bay",1
"shackleford springs",1
"shanahan's creek?",1
"shawnigan lake",1
"shelikof straits",1
"shepard's creek",1
"sheyenne r.",1
"shibu r.",1
"ship cr.",1
"shotly brook",1
"shrine lake",1
"shrines lake",1
"shuswap lake",1
"sibugal r.",1
"side channel (marigot)",1
"siltcoos r.",1
"silver glen springs",1
"silver king cr.",1
"silves r.",1
"silvies r.",1
"sittang r.",1
"sivoke river",1
"skookenchuck river",1
"skunk r.",1
"sm. river momjepom",1
"small stream",1
"snake cr.",1
"snake r. system",1
"soap lake",1
"soengei mamoedjoe",1
"soledad canyon creek",1
"song river",1
"soquel cr.",1
"sound barsebackshamn",1
"south fork kaweah r.",1
"south fork kern r.",1
"south river",1
"spanish creek",1
"spokane r.",1
"spokane river",1
"spring bay",1
"spring creek, canadian river",1
"st joseph river",1
"st. croix r.",1
"st. johns r.",1
"st. joseph r.",1
"st. lawrence basin; racket (=raquette) r.",1
"st. lawrence r. basin; jones cr.",1
"st. lawrence river",1
"st. lawrence river basin; lake nipissing",1
"stanislaus r.",1
"stevens cr.",1
"stewart sound",1
"stillwater creek",1
"stone creek",1
"stone's r.",1
"stone's river & duck river",1
"stones r.",1
"stoney creek",1
"storm lake",1
"straight of georgia",1
"strait of san juan de fuca",1
"straits of juan de fuca",1
"straits of malacca",1
"stuarts lake",1
"sugarbush cr.",1
"sun rise river",1
"sundi r.",1
"sungei merapoh (r.?)",1
"suraga wan",1
"suruga wan (=suruga bay)",1
"susan r.",1
"susan river",1
"susquehanna river",1
"suwannee r. basin; alapaha r.",1
"swan river",1
"sycamore creek",1
"sylvies r.",1
"tabb's bay",1
"tabbs bay",1
"tagbuni creek",1
"tagoloan river",1
"taiko river",1
"taiohae bay",1
"talavera r.",1
"tanay creek",1
"tang-siang stream",1
"tarpon springs, fla.",1
"tayabas bay",1
"tennessee river",1
"terror bay",1
"thames r.",1
"thayer lake",1
"thermal pond '1 mai'*",1
"thlabachayra stream",1
"thompson r.",1
"thompson river",1
"thorne r. basin",1
"thumb lake",1
"tide pool",1
"tiffin r.",1
"titunod river",1
"tobaco bay",1
"tocantins river",1
"todos santos bay",1
"tolugak lake",1
"toms river",1
"tone r.",1
"toyah creek",1
"toyama wan?",1
"triangle lake",1
"trinity r. basin; trinity r.",1
"trisuli river",1
"trout lake",1
"truckee r. basin; prosser creek",1
"trusuli r.",1
"tsaio river",1
"tsi-ao river",1
"tsien tang river",1
"tsiltcoos lake",1
"tsiltcoos river",1
"tugela river",1
"tule river",1
"tulugak lake",1
"tumusui r.",1
"tungabhadra river",1
"tunitas cr.",1
"turnaround lake",1
"turner cr.",1
"turner pond",1
"twofold bay",1
"tytam reservoir",1
"uchira wan",1
"umhlatuzi river",1
"umpqua r. basin; callapooia creek",1
"umpqua r. basin; callipoya cr.",1
"umpqua river",1
"uncompahgre r.",1
"union bay",1
"upper amazon",1
"upper congo r.",1
"upper cumberland r. basin; clear cr.",1
"upper eel river",1
"upper green river",1
"upper lake",1
"upper r. amazonas",1
"upper r. moroni",1
"upper solimoes r.",1
"uyak bay",1
"van duzin cr.",1
"verdigris creek",1
"vermillion river",1
"vic. half moon bay",1
"victoria lake",1
"virginia lakes",1
"visayan sea",1
"vita wright creek",1
"voisin valley cr.",1
"volga river",1
"volta river drainage",1
"waddell creek",1
"waddell creek lagoon",1
"waimea river",1
"waka r.",1
"walla walla r. basin",1
"waltham creek",1
"wardell creek",1
"watauga r.",1
"waterfall",1
"watering bay",1
"wekiva springs",1
"west creek",1
"west fork cedar r.",1
"west river",1
"whale bay",1
"white oak cr.",1
"white river, eureka springs",1
"white salmon river",1
"whitewater r.",1
"wild cat creek",1
"wilder creek",1
"williamette riv.",1
"willow ck, trib. of susan r.",1
"wilson cove",1
"withlacoochee brook",1
"withlacoochee river",1
"wolf creek and big creek",1
"wolf lake",1
"woli river",1
"wudzrdo dam",1
"wudzrolo dam",1
"wular lake",1
"wyatts creek",1
"xijiang river basin",1
"yakutat bay",1
"yanokawa river",1
"yaqui r.",1
"yarra r.",1
"yes bay",1
"yoda r.",1
"yodo r. basin",1
"yodo river drainage; biwa ko",1
"youlbeluu stream",1
"yum r.",1
"yum river",1
"yung r.",1
"zumbro r.",1
