"Waterbody","Count"
"rio chaguantique",1
"rio chame basin; rio chame?",1
"rio chira drainage",1
"rio conchos",1
"rio de la cueva",1
"rio de la cueva ?????",1
"rio doce drainage",1
"rio enchanted",1
"rio forlon",1
"rio fuerte drainage",1
"rio fuerte drainage; arroyo los padres",1
"rio fuerte drainage; arroyo tecolote",1
"rio grande de loisa",1
"rio grande drainage",1
"rio guahyba",1
"rio indio",1
"rio ireng",1
"rio itapemirim",1
"rio loiza basin; rio caguitas",1
"rio magdalena drainage?",1
"rio maipo",1
"rio mantaro system",1
"rio massargandi",1
"rio mayo",1
"rio megi-guacu",1
"rio motagua basin; pool",1
"rio motagua basin; rio machaca",1
"rio motagua basin; rios kilagua & negro & brook",1
"rio motagua basin; rios tenedores & managua",1
"rio motagua basin; swamp",1
"rio motaqua",1
"rio mucury",1
"rio muerto",1
"rio negro",1
"rio obispo",1
"rio occa",1
"rio orinoco basin",1
"rio otopa",1
"rio panuco drainage",1
"rio paraguay",1
"rio paraguay basin",1
"rio pastaza",1
"rio patia drainage",1
"rio pescado",1
"rio potosi (rio cabezones)",1
"rio presidio",1
"rio rancheria basin",1
"rio rimac",1
"rio rimac basin?",1
"rio san isidro",1
"rio san pedro basin",1
"rio san pedro basin; rio mezquital",1
"rio san pedro drainage; hot springs",1
"rio san pedro drainage; rio canatlan",1
"rio santa rosalia",1
"rio santiago basin",1
"rio sao francisco",1
"rio sao francisco basin; rio grande",1
"rio sao francisco basin?",1
"rio sinaloa drainage; arroyo casa quemada",1
"rio sugandi",1
"rio tehuantepec basin; rio tehuantepec",1
"rio tocantins basin",1
"rio tuira basin; rio cana",1
"rio tuira basin; rio setiganti",1
"rio union",1
"rio verde basin; rio verde",1
"rio viejo drainage; rio quindio",1
"rios salao & sombrero",1
"rising r.",1
"rito seco cr.",1
"riv. nera",1
"river",1
"river foss",1
"river ketil",1
"rivulet somuz",1
"roach creek",1
"roanoth sound",1
"roaring fork grand r.",1
"robinson creek",1
"rochon r.",1
"rock r. basin; lewis (willow) cr.",1
"rock spring",1
"rogue r.",1
"root r.",1
"rough and ready creek",1
"royal r.",1
"rui r.",1
"russian r. basin; austin cr.",1
"russian r. basin; east austin cr.",1
"russian r. basin; mewhinney cr.",1
"russian r. basin; west branch russian r.",1
"russian r. drainage",1
"río orinoco drainage",1
"s china sea",1
"s. bering sea",1
"s. china sea",1
"s. diversion irrigation canal",1
"sabine river drainage",1
"sacramento basin; adobe creek",1
"sacramento basin; seigler creek",1
"sacramento r. basin; ash creek",1
"sacramento r. basin; cache slough",1
"sacramento r. basin; dibble creek",1
"sacramento r. basin; dry creek",1
"sacramento r. basin; little chico creek",1
"sacramento r. basin; seigler creek",1
"sacramento r. basin; toomes creek",1
"sacramento r. basin; willow cr.",1
"sacramento r. drainage; independence lake",1
"sacramento r. system",1
"sacramento river system; lake berryessa",1
"sacramento-san joaquin basin",1
"sacramento/san joaquin delta.",1
"sacrificio harbor",1
"sagami river",1
"sagehen creek",1
"sakhon nakorn reservoir",1
"salinas drainage; lewis cr.",1
"salinas river basin; salinas river",1
"salkehatchie / combahee river drainage; miller swamp",1
"salkehatchie / combahee river drainage; salkehatchie river floodplain",1
"salkehatchie / combahee river drainage; savannah creek",1
"salley keyes lakes",1
"salmo cr.",1
"salmon cove",1
"salton cr.",1
"salton sea drainage; san felipe r.",1
"saluda river drainage; middle saluda river",1
"salween river basin",1
"sami r.",1
"san antonio r. basin",1
"san antonio river",1
"san felipe bay",1
"san francisco bay (?)",1
"san francisco estuary",1
"san francisquito creek",1
"san francsico bay",1
"san gabriel river",1
"san gregorio cr.",1
"san gregorio lagoon",1
"san joaquin",1
"san joaquin r. basin; 3 mile slough",1
"san joaquin r. basin; delta-mendota canal/old r.",1
"san joaquin r. basin; grant line canal",1
"san joaquin r. basin; mokelumne r.",1
"san joaquin r. system; mokelumne r.",1
"san joaquin r. system; san joaquin r.",1
"san juan r.basin ; junction of rios tado & atrato",1
"san juan r.basin ; r. calima",1
"san juan river",1
"san leandro cr.",1
"san lorenzo r. basin; bear cr.",1
"san luis rey r.",1
"san miguel harbor",1
"san pablo bay",1
"san pedro basin",1
"san quintin bay",1
"san roque bay",1
"san san creek",1
"san simeon",1
"san simeon cr.",1
"san vicente creek",1
"san-san river & swamp",1
"sand cr.",1
"sandy cr.",1
"sandy hook bay",1
"sandy wool lake",1
"santa clara r. basin",1
"santa clara river",1
"santa fe river",1
"santa inez bay",1
"santa margaritas cr.",1
"santa rosa cr.",1
"santa ynez river",1
"santiam r.",1
"santo domingo r.",1
"santo tomas bay",1
"sao francisco r.basin ; rio das velhas",1
"sao francisco r.basin ; rio grande or swampy ponds",1
"sao francisco r.basin ; rios sao francisco & grande",1
"saskatchewan r. basin; saskatchewan r.",1
"saskatchewan r. system; maple creek",1
"satsop r. basin",1
"savannah river drainage; miller creek",1
"scamander r.",1
"scotia sea",1
"scotly creek",1
"scott r. drainage; creek at canebreak rd.",1
"sea of celebes",1
"second cr.",1
"second creek",1
"seigler creek",1
"seine river",1
"seldovia bay",1
"senipehn r.",1
"seomjin r.",1
"sepik r.",1
"sevier r.",1
"sf bay",1
"shackleford cr.",1
"shamo bay ?",1
"shana bay",1
"shark bay",1
"shellmound cr.",1
"shelter cove",1
"shenandoah river",1
"ship harbor",1
"side creek",1
"silau silau r.",1
"silver creek",1
"silver lake",1
"siokum bay",1
"sittang basin",1
"six bit creek",1
"six mile creek",1
"skaha l.",1
"skunk r.",1
"sky high lake no. 1",1
"slag bay",1
"slokun bay",1
"slough of salinas r.",1
"sm. trib. to isaveni river",1
"small canals or ditches",1
"smith creek, cultus lake",1
"smith riv.",1
"snake r. basin; chino cr.",1
"soda creek",1
"somesul-mic river",1
"sonoma creek",1
"south fork american r.",1
"south fork cosumnes r.",1
"south fork eel r. basin; redwood creek",1
"south fork kaweah r.",1
"south fork little humboldt r.",1
"south fork merced r.",1
"south fork rock cr.",1
"south han basin",1
"south james bay",1
"south seas",1
"south west bay",1
"spearfish cr.",1
"spencer cr.",1
"spiridon bay",1
"st. george bay.",1
"st. john's river",1
"st. lawrence r. system; lake erie",1
"st. lawrence r. system; lake huron",1
"st. lawrence r. system; lake michigan",1
"st. lawrence r. system; lake superior",1
"st. lawrence r. system; manistique r.",1
"stann creek south",1
"stanton creek",1
"steamboat slough",1
"stevens creek reservoir",1
"stewart r.",1
"stony cr.",1
"stony creek",1
"storms r.",1
"stout river",1
"str. of macinae",1
"strait of juan de fuca",1
"strait of jubal",1
"strait of taiwan",1
"suisun bay drainage; grizzly slough",1
"suisun creek",1
"sulfur bay",1
"sullivan creek",1
"summit lake",1
"sunapee lake",1
"sungai balik pulau",1
"sungai kenyam",1
"sungai pelok",1
"sungei kaingeran",1
"suriname r. basin",1
"suriname r. basin ; awara creek",1
"suriname r. basin ; makambi creek",1
"surma (meghna) drainage",1
"suva harbor",1
"sw greenland",1
"sw gulf of mexico",1
"swan r.",1
"swanee cr.",1
"swannanoa r.",1
"sweetwater lake",1
"swillup cr.",1
"sydney harbor",1
"t6x. tide pools.",1
"ta-sae r. basin",1
"tabios river",1
"tahiti bay",1
"tahoe basin",1
"tai bay",1
"tai lagoon",1
"takauka bay",1
"talbot cr.",1
"tamiraparani r. basin; gadana r.",1
"tapi basin; khlong maloh",1
"tapi river basin",1
"tarogin r.",1
"tarpon bay",1
"tarwin r.",1
"tasou r.",1
"tavoro creek",1
"tawannu r.",1
"taylor creek",1
"tazlina river",1
"te whanga lagoon",1
"tea cr.",1
"temecula r.",1
"temescal cr.",1
"tenaserrim basin",1
"tenaya creek",1
"tennasserim basin",1
"thailand straits",1
"thompson r.",1
"tide pool",1
"tide pools (presumeably)",1
"tiete r.",1
"tigris r./shatt-al-ara drainage",1
"tillamook r.",1
"timber creek",1
"timis r.",1
"tiobus bay",1
"tippecanoe river",1
"titicaca/poopo basin; r. tiahuanaco",1
"toganibung bay",1
"tolbert branch",1
"tomales bay (?)",1
"tortuga bay",1
"trappers lake",1
"trask r.",1
"trib. of baleh r.",1
"trib. rio conchus",1
"tributary of parit waterfalls",1
"tributary of rio chagres",1
"tributary to ribeira do iguape",1
"trinity r. basin; trinity r. & rush cr.",1
"trout lake",1
"truckee r./pyramid lake drainage",1
"tsuume river",1
"tuckers lake",1
"tule lake",1
"tung-kong channel",1
"tunitas cr.",1
"tuolomne r. drainage",1
"tuolumne r.",1
"tuolumne r. basin; sullivan creek",1
"tuolumne r. basin; woods creek",1
"turkey & tippecanoe l.",1
"turkey l.",1
"turlock reservoir",1
"tuross r.",1
"tuttle lake",1
"tutu bay",1
"twofold bay",1
"tyhume/keiskama rivs.",1
"ulu endau drainage",1
"unalaska harbor",1
"unalaska r.",1
"unnamed slough",1
"upper blue lake",1
"upper bull canyon cr.",1
"upper corral valley cr.",1
"upper cottonwood cr.",1
"upper duncan pond",1
"upper endau r. basin",1
"upper essequibo r.",1
"upper gulf of thailand",1
"upper mulkey cr.",1
"upper nile r.",1
"upper purvis bay",1
"upper r. xingu",1
"upper sierra leone r.",1
"upper xingu basin",1
"usumacinta drainage",1
"usumacinta r. drainage",1
"utoi lake",1
"vaitahu bay",1
"valdivia river",1
"van duzen cr.",1
"veckeon r.",1
"vedea river",1
"venezuela basin",1
"victoria harbor",1
"vineyard sound",1
"volga r.",1
"volta lake",1
"volta r. at soga kope",1
"volta r. basin; black volta r.",1
"volta r. basin; volta r.",1
"w of tijuana",1
"wabash river drainage; grand lake st. marys",1
"wabby lake",1
"waccamaw river drainage; buck creek",1
"waddell cr. lagoon",1
"waddell creek lagoon",1
"wafer bay",1
"wainwright cove",1
"walla walla r.",1
"ward cr.",1
"ware cr.",1
"washoe lake",1
"waterworks springs",1
"way ngarip drainage",1
"weber creek",1
"weddell sea",1
"wellington river",1
"west fork olsen cr.",1
"western port bay",1
"whatman lake outlet",1
"white marsh swamp",1
"white r. basin",1
"white salmon r.",1
"white sea",1
"whitecarr beck",1
"wide bay",1
"wildhorse reservoir",1
"willamette r. basin; st. mary's r.",1
"willoughby bay",1
"willow creek",1
"wilson cove",1
"wilson r. basin; keenig cr.",1
"wilson r. basin; little north fork wilson r.",1
"winidoi r.",1
"winyah bay drainage; white oak bay",1
"wright lake no. 1",1
"yahuas yacu",1
"yakima r.",1
"yanahuana r.",1
"yanks springs",1
"yaqui river",1
"yellowstone r.",1
"yenisey r.",1
"yodo r.",1
"yokohama bay",1
"yoric river",1
"yuba r.",1
"yucatan channel",1
"yukon r. basin; anvik r.",1
"yukon r. basin; beaver cr.",1
"yukon r. basin; ikiakpuk (=ekokpuk) cr.",1
"yukon r. basin; nordenskiold r.",1
"yukon r. basin; pelly r.",1
"yung san r.",1
"zachar bay",1
"zaire (congo) r. system",1
"zaire r. basin; r. kwilu (trib. of lukunga)",1
"zambezi river system",1
"zamora r.",1
