"dwc.scientificName","freq"
"Ichthyomyzon castaneus",95
"Pangasius macronema",95
"Brycon guatemalensis",94
"Lepomis megalotis megalotis",94
"Moxostoma valenciennesi",94
"Campostoma anomalum plumbeum",93
"Catostomus columbianus",93
"Centrarchus macropterus",93
"Cottus asper",93
"Gambusia affinis affinis",93
"Gila atraria",93
"Glossogobius giuris",92
"Ictiobus niger",92
"Richardsonius egregius",92
"Cichlasoma ellioti",91
"Cichlasoma meeki",91
"Etheostoma proeliare",91
"Gasterosteus aculeatus aculeatus",91
"Notropis lutipinnis",91
"Oligocottus maculosus",91
"Acipenser fulvescens",90
"Pholis laeta",90
"Coregonus kiyi kiyi",89
"Notropis amnis",89
"Caularchus maeandricus",88
"Cichlasoma synspilum",88
"Hiodon alosoides",88
"Lepomis punctatus",88
"Macrognathus siamensis",88
"Myoxocephalus thompsonii",88
"Oncorhynchus tshawytscha",88
"Etheostoma whipplei",87
"Gobiomorus maculatus",87
"Heterandria formosa",87
"Cheirodon piaba",86
"Eucinostomus gula",86
"Fundulus similis",86
"Hemilepidotus hemilepidotus",86
"Hybognathus regius",86
"Xenentodon cancila",86
"Coregonus kiyi orientalis",85
"Eucinostomus argenteus",85
"Gibbonsia metzi",85
"Lepisosteus oculatus",85
"Notropis chalybaeus",85
"Noturus insignis",85
"Labidesthes sicculus vanhyningi",84
"Notropis girardi",84
"Pimephales tenellus",84
"Synbranchus marmoratus",84
"Ichthyomyzon sp.",83
"Syngnathus scovelli",83
"Catostomus bernardini",82
"Lepomis macrochirus macrochirus",82
"Ammocrypta pellucida",81
"Catostomus hybrid",80
"Etheostoma duryi",80
"Etheostoma fusiforme",80
"Hexagrammos lagocephalus",80
"Ictalurus furcatus",80
"Lepomis macrochirus subsp. purpurescens",80
"Paralaubuca typus",80
"Synodus foetens",80
"Trichogaster trichopterus",80
"Cyclocheilichthys repasson",79
"Erimyzon oblongus oblongus",79
"Etheostoma nigrum olmstedi",79
"Clarias batrachus",78
"Etheostoma blennioides newmanii",78
"Noturus nocturnus",78
"Osteochilus hasselti",78
"Pristolepis fasciata",78
"Cichlasoma beani",77
"Etheostoma asprigene",77
"Gila robusta robusta",77
"Helicophagus leptorhynchus",77
"Mystus nemurus",77
