"Typestatus","Count"
"holotype of macrurus bulbiceps",1
"holotype of macrurus cuspidatus",1
"holotype of macrurus latinasutus",1
"holotype of macrurus leucophaeus",1
"holotype of macrurus trichiurus",1
"holotype of malacosteus niger",1
"holotype of malthopsis gnoma",1
"holotype of mastacembelus aviceps",1
"holotype of mastacembelus crassus",1
"holotype of mastacembelus latens",1
"holotype of maurolicus oculatus",1
"holotype of maurolicus weitzmani",1
"holotype of maynea bulbiceps| voucher of maynea bulbiceps",1
"holotype of melamphaes maxillaris",1
"holotype of menephorus punctiferus",1
"holotype of menticirrhus agassizi",1
"holotype of merinthichthys sanchezi",1
"holotype of mesoprion ambiguus| holotype of mesoprion ambiguus",1
"holotype of mesoprion campechanus",1
"holotype of microgobius eulepis",1
"holotype of microgobius signatus| holotype of microgobius signatus",1
"holotype of microlepidogaster perforatus",1
"holotype of minyichthys inusitatus",1
"holotype of moenkhausia ceros",1
"holotype of moenkhausia justae| figured of moenkhausia justae",1
"holotype of moenkhausia melogrammus",1
"holotype of monacanthus rubricauda",1
"holotype of monognathus berteli",1
"holotype of monognathus rajui",1
"holotype of monolene atrimana",1
"holotype of monolene dubiosa",1
"holotype of monomeropus malispinosus",1
"holotype of monoprion maculatus| syntype of monoprion maculatus",1
"holotype of monoprion pigmentarius| holotype of monoprion pigmentarius",1
"holotype of moringua ferruginea",1
"holotype of mormyrus cyaneus",1
"holotype of mormyrus iriodes",1
"holotype of mullus (upeneus) microps",1
"holotype of muraena acutis",1
"holotype of muraena vagrans",1
"holotype of muraenichthys labialis",1
"holotype of mycteroperca olfax ruberrima",1
"holotype of mycteroperca xenarcha",1
"holotype of myctophum atratum",1
"holotype of myctophum luminosum",1
"holotype of myctophum nitidulum",1
"holotype of myctophum nocturnum| holotype of myctophum nocturnum",1
"holotype of myliobatis bispinosus",1
"holotype of myliobatis peruvianus",1
"holotype of myloleuciscus atripinnis",1
"holotype of myrophis emmae",1
"holotype of myrophis microstigmius| holotype of myrophis microstigmius",1
"holotype of nannobrachium phyllisae",1
"holotype of nannobrachium wisneri",1
"holotype of nanochromis consortus",1
"holotype of nanochromis minor",1
"holotype of nanochromis parilus",1
"holotype of nanochromis splendens",1
"holotype of narcetes pluriserialis",1
"holotype of narcine firma",1
"holotype of nebrodes macrurus",1
"holotype of nemacheilus carletoni",1
"holotype of neobythites marginatus",1
"holotype of neobythites robustus",1
"holotype of neochromis simotes nyassae",1
"holotype of netuma hassleriana",1
"holotype of noemacheilus obscurus",1
"holotype of noemacheilus poculi",1
"holotype of nomeus oxyurus| syntype of nomeus oxyurus",1
"holotype of notoglanidium pallidum| voucher of notoglanidium pallidum",1
"holotype of odontostomus balbo atlanticus",1
"holotype of oligocephalus pulchellus",1
"holotype of ophichthus zonatus",1
"holotype of ophichthys biserialis| voucher of ophichthys biserialis",1
"holotype of ophichthys exilis| voucher of ophichthys exilis| voucher of ophichthys exilis",1
"holotype of ophichthys serpentinus",1
"holotype of ophichthys uniserialis",1
"holotype of ophidion holbrooki",1
"holotype of ophidium graellsi| holotype of ophidium graellsi| holotype of ophidium graellsi",1
"holotype of ophisurus chrysops| holotype of ophisurus chrysops",1
"holotype of ophisurus latemaculatus| holotype of ophisurus latemaculatus",1
"holotype of ophisurus longus| holotype of ophisurus longus",1
"holotype of opisthognathus macrops| syntype of opisthognathus macrops",1
"holotype of orthopristis lethopristis",1
"holotype of oxyropsis wrightiana| additional material of oxyropsis wrightiana",1
"holotype of pagellus orbitarius",1
"holotype of paracetopsis esmeraldas",1
"holotype of paraclinus ocellatus",1
"holotype of paralabrax maculata",1
"holotype of paralepis intermedius| holotype of paralepis intermedius",1
"holotype of paraliparis attenuatus",1
"holotype of paraliparis fimbriatus",1
"holotype of paraliparis grandiceps",1
"holotype of paramonacanthus garretti",1
"holotype of paratrachichthys argyrophanus",1
"holotype of parmaturus pilosus",1
"holotype of pelmatochromis loveridgei",1
"holotype of pelmatochromis tanganyicae",1
"holotype of pempheris mulleri",1
"holotype of peristedion antillarum",1
"holotype of peristedion micronemus| holotype of peristedion imberbe| holotype of pterystedion imberbe",1
"holotype of peristedium longispatha",1
"holotype of peristedium platycephalum",1
"holotype of petroscirtes obliquus",1
"holotype of phenacogaster napoatilis",1
"holotype of phenacostethus posthon",1
"holotype of photonectes gracilis",1
"holotype of photostomias goodyeari",1
"holotype of photostomias liemi",1
"holotype of phucocoetes suspectus| voucher of pachycara suspectum| voucher of phucocoetes suspectus",1
"holotype of pimelepterus flavo-lineatus| holotype of pimelepterus flavolineatus| additional material of pimelepterus flavolineatus",1
"holotype of pimelodella pectinifer",1
"holotype of pimelodella roccae",1
"holotype of pimelodina nasus",1
"holotype of platessa quadrocellata",1
"holotype of plecostomus lima atropinnis",1
"holotype of plecostomus macrops",1
"holotype of plecostomus seminudus",1
"holotype of plectropoma lineatum",1
"holotype of plectropoma nigricans| holotype of plectropoma nigricans",1
"holotype of pleuronectes ellipticus",1
"holotype of poecilia olivacea",1
"holotype of pogonoperca reticulata| voucher of pogonoperca reticulata",1
"holotype of polydactylus persicus",1
"holotype of polyipnus laternatus",1
"holotype of polypterus palmas| voucher of polypterus palmas",1
"holotype of pomacenteus pikei",1
"holotype of pomacentrus partitus| holotype of pomacentrus partitus",1
"holotype of pomotis bombifrons",1
"holotype of pomotis elongatus",1
"holotype of pomotis inscriptus",1
"holotype of pomotis marginatus",1
"holotype of pomotis obscurus",1
"holotype of pomotis rubri-cauda",1
"holotype of pomotis sanguinolentus",1
"holotype of pomotis speciosus| holotype of pomotis microlophus",1
"holotype of potamotrygon humerosus",1
"holotype of potamotrygon laticeps",1
"holotype of potamotrygon scobina",1
"holotype of prionotus alatus",1
"holotype of prionotus egretta",1
"holotype of prionotus frontalis",1
"holotype of pristis clavata",1
"holotype of progastromyzon griswoldi",1
"holotype of prolabeops cameroonensis",1
"holotype of protomyzon borneensis",1
"holotype of psednos barnardi",1
"holotype of psednos delawarei",1
"holotype of psednos gelatinosus",1
"holotype of psednos harteli",1
"holotype of psednos micruroides",1
"holotype of psednos mirabilis",1
"holotype of psednos sargassicus",1
"holotype of pseudoplatystoma fasciatum brevifile| voucher of pseudoplatystoma punctifer",1
"holotype of pseudoplatystoma fasciatum intermedium| voucher of pseudoplatystoma punctifer",1
"holotype of pseudoplatystoma fasciatum reticulatum| voucher of pseudoplatystoma fasciatum reticulatum",1
"holotype of pseudoscarus flavomaculatus",1
"holotype of pseudoscopelus cordilluminatus",1
"holotype of pseudotylosurus brasiliensis",1
"holotype of pygidium barbouri",1
"holotype of pyrrhulina maxima",1
"holotype of pyxichromis paradoxus",1
"holotype of quassiremus parvipinna",1
"holotype of quassiremus productus",1
"holotype of raia kincaidii",1
"holotype of raia stellata",1
"holotype of raja (malacorhina) mira| figured of raja (malacorhina) mira",1
"holotype of raja ackleyi",1
"holotype of raja badia",1
"holotype of raja garmani virginica",1
"holotype of reganichthys giganteus| voucher of reganichthys giganteus",1
"holotype of rhamdia eriarcha",1
"holotype of rhamdia obesa",1
"holotype of rhamdia poeyi",1
"holotype of rhamphocetichthys savagei",1
"holotype of rhina philippi",1
"holotype of rhinelepis lophophanes| voucher of rhinelepis lophophanes",1
"holotype of rhinobatus acutus",1
"holotype of rhinobatus lentiginosus",1
"holotype of rhinobatus rasus",1
"holotype of rhinoliparis attenuatus| paralectotype of rhinoliparis barbulifer",1
"holotype of rhinomuraena ambonensis",1
"holotype of rhinomuraena quaesita",1
"holotype of rhomboidichthys spinosus| holotype of rhomboidichthys spinosus",1
"holotype of rhynchactis microthrix",1
"holotype of rimicola brevis",1
"holotype of rivulus isthmensis",1
"holotype of rivulus montium",1
"holotype of saccogaster melanomycter",1
"holotype of salarias margaritaceus| holotype of salarias margaritaceus",1
"holotype of salmo immaculatus",1
"holotype of salmo marstoni",1
"holotype of sargus striatus",1
"holotype of sarothrodus amplecticollis| holotype of sarothrodus amplecticollis",1
"holotype of sarothrodus ataeniatus| holotype of sarothrodus ataeniatus",1
"holotype of saurus brevirostris| holotype of saurus brevirostris",1
"holotype of saurus spixianus| holotype of saurus spixianus| additional material of saurus spixianus",1
"holotype of scarus circumnotatus| holotype of scarus circumnotatus",1
"holotype of scarus lacrimosus| holotype of scarus lacrimosus",1
"holotype of scarus lateralis| syntype of scarus lateralis",1
"holotype of scoliodon vagatus",1
"holotype of scopelengys whoi",1
"holotype of scopelus bericoides",1
"holotype of scorpaena agassizii",1
"holotype of scorpaena axillaris| figured of scorpaena gibbosa",1
"holotype of scorpaena erinacea",1
"holotype of scorpaena occipitalis",1
"holotype of scuticaria unicolor| holotype of uropterygius sealei| voucher of uropterygius sealei",1
"holotype of scylliorhinus boa",1
"holotype of scylliorhinus torrei",1
"holotype of scyllium retiferum",1
"holotype of scyllium ventriosum",1
"holotype of scymnodon melas",1
"holotype of sebastes darwini",1
"holotype of serranus brunneus| syntype of serranus brunneus",1
"holotype of serranus dimidiatus| holotype of serranus dimidiatus",1
"holotype of serranus dubius| holotype of serranus apiarus",1
"holotype of serranus mystacinus| holotype of serranus mystiacinus",1
"holotype of serranus praestigator",1
"holotype of sicyases yumurina",1
"holotype of siniperca knerii",1
"holotype of siphostoma dendriticum",1
"holotype of smaragdus costalesi| holotype of smaragdus costalesi",1
"holotype of smaragdus stigmaticus| holotype of smaragdus stigmaticus",1
"holotype of somniosus pacificus",1
"holotype of spinax hillianus| holotype of spinax hillianus",1
"holotype of squalus barbouri",1
"holotype of squalus cubensis",1
"holotype of squalus tasmaniensis",1
"holotype of steatocranus glaber",1
"holotype of steatocranus mpozoensis",1
"holotype of steatocranus ubanguiensis",1
"holotype of stegophilus intermedius| voucher of stegophilus intermedius",1
"holotype of stelliferus rastrifer",1
"holotype of sternoptyx pseudobscura",1
"holotype of stolephorus extensus",1
"holotype of stolephorus insularum",1
"holotype of stolephorus rex",1
"holotype of stolephorus waitei",1
"holotype of stomias atriventer",1
"holotype of stomias colubrinus",1
"holotype of stomioides nicholsi",1
"holotype of sundasalanx praecox",1
"holotype of symphurus microlepis| voucher of symphurus microlepis| voucher of symphurus microlepis",1
"holotype of sympterygia acuta| figured of sympterygia acuta",1
"holotype of syngnathus jaumei",1
"holotype of tachisurus agassizii",1
"holotype of tachisurus longicephalus",1
"holotype of tachisurus upsulonophorus",1
"holotype of teleogramma depressum",1
"holotype of teuthis helioides",1
"holotype of thalassobathia pelagica",1
"holotype of thrattidion noctivagus",1
"holotype of tomicodon bidens",1
"holotype of trachelyopterus coriaceus maculosus",1
"holotype of trachycorystes analis",1
"holotype of triakis barbouri",1
"holotype of trichomycterus eigenmanni| voucher of trichomycterus eigenmanni| voucher of trichomycterus eigenmanni| voucher of trichomycterus eigenmanni",1
"holotype of tridens brevis",1
"holotype of trigonorhina alveata",1
"holotype of trygon lata| figured of trygon lata",1
"holotype of typhloceratias firthi",1
"holotype of upeneus flavovittatus| syntype of upeneus flavovittatus",1
"holotype of urobatis maculatus",1
"holotype of uroconger varidens",1
"holotype of valenciennellus stellatus",1
"holotype of venefica ocella",1
"holotype of ventrifossa mucocephalus",1
"holotype of vieja panamensis| voucher of paraneetroplus maculicauda",1
"holotype of vulpecula marina",1
"holotype of xenengraulis spinidens",1
"holotype of zaphotias nudum",1
"holotype of zenarchopterus maculosus",1
"holotype of zeus ocellatus",1
"holotype of zoogoneticus zonistius",1
"holotype of zygonectes hieroglyphicus",1
"lectotype of astyanax anterior",1
"lectotype of astyanax fasciatus parahybae",1
"lectotype of astyanax scabripinnis intermedius| lectotype of astyanax scabripinnis intermedius",1
"lectotype of astyanax zonatus",1
"lectotype of barathrodemus manatinus| syntype of barathrodemus manatinus",1
"lectotype of bothrocaropsis elongata| syntype of bothrocaropsis elongata",1
"lectotype of codoma chloristia",1
"lectotype of corydoras hastatus| syntype of corydoras hastatus",1
"lectotype of coryphaenoides carapinus",1
"lectotype of curimatus dorsalis| syntype of curimatus dorsalis",1
"lectotype of curimatus falcatus| syntype of curimatus falcatus",1
"lectotype of curimatus lepidurus| syntype of curimatus lepidurus",1
"lectotype of curimatus leucostictus| syntype of curimatus leucostictus",1
"lectotype of curimatus macrops| syntype of curimatus macrops",1
"lectotype of curimatus microcephalus| syntype of curimatus microcephalus",1
"lectotype of curimatus ocellatus| syntype of curimatus ocellatus",1
"lectotype of curimatus serpae",1
"lectotype of cyprinodon latifasciatus",1
"lectotype of dibranchichthys nudivomer| syntype of dibranchichthys nudivomer",1
"lectotype of dibranchus hystrix| syntype of dibranchus hystrix",1
"lectotype of dibranchus scaber| syntype of dibranchus scaber",1
"lectotype of diplesion fasciatus| lectotype of diplesion fasciatus",1
"lectotype of elanura forficata",1
"lectotype of gambusia puncticulata| lectotype of gambusia puncticulata",1
"lectotype of gasteropelecus fasciatus| syntype of gasteropelecus fasciatus",1
"lectotype of grystes nobilis",1
"lectotype of heptapterus eigenmanni| syntype of heptapterus eigenmanni",1
"lectotype of hyphessobrycon melazonatus",1
"lectotype of ipnops agassizii",1
"lectotype of labichthys bowersii",1
"lectotype of loricaria lata| syntype of loricaria lata",1
"lectotype of macrurus boops",1
"lectotype of macrurus fragilis",1
"lectotype of macrurus liraticeps",1
"lectotype of ogcocephalus porrectus",1
"lectotype of parachromis gulosus| syntype of parachromis gulosus| voucher of parachromis managuensis",1
"lectotype of paralichthys patagonicus| syntype of paralichthys patagonicus",1
"lectotype of photogenis callistius",1
"lectotype of photogenis eurystomus",1
"lectotype of poecilia amazonica",1
"lectotype of poecilichthys punctulatus| syntype of poecilichthys punctulatus",1
"lectotype of psectrogaster rhomboides",1
"lectotype of pteraclis fasciatus| syntype of pteraclis fasciatus| lectotype of pteraclis fasciatus| voucher of pteraclis fasciatus| lectotype of caristius fasciatus",1
"lectotype of raja garmani garmani",1
"lectotype of raja garmani| syntype of raja ackleyi ornata",1
"lectotype of rhamdia depressa",1
"lectotype of rhamdia parryi",1
"lectotype of rhamdia sacrificii",1
"lectotype of rivulus atratus| syntype of rivulus atratus",1
"lectotype of rivulus obscurus| syntype of rivulus obscurus",1
"lectotype of rivulus ornatus| syntype of rivulus ornatus",1
"lectotype of scoliodon intermedius| syntype of scoliodon intermedius",1
"lectotype of scopelengys dispar",1
"lectotype of siphostoma floridae",1
"lectotype of sternopygus obtusirostris| syntype of sternopygus obtusirostris",1
"lectotype of synodontis serratus tanganaicae",1
"lectotype of umbrina galapagorum| syntype of umbrina galapagorum",1
"neotype of centropomus parallelus| syntype of centropomus parallelus",1
"neotype of hiodon tergisus",1
"neotype of sternoptyx diaphana",1
"neotype of thaumastomias atrox",1
"neotype of verilus sordidus| holotype of verilus sordidus| holotype of verilus sordidus| voucher of verilus sordidus| figured of verilus sordidus",1
"paralectotype of acanthocottus laticeps",1
"paralectotype of alburnus megalops",1
"paralectotype of alvordius evides| syntype of alvordius evides",1
"paralectotype of ammocrypta pellucida| syntype of pleurolepis pellucidus",1
"paralectotype of artediellus nigripinnis",1
"paralectotype of aspidophoroides bartoni",1
"paralectotype of barathrodemus manatinus| syntype of barathrodemus manatinus",1
"paralectotype of barbus macrops",1
"paralectotype of bassozetus nasus",1
"paralectotype of bathygadus melanobranchus",1
"paralectotype of bathypterois dubius",1
"paralectotype of boleosoma camurum| syntype of boleosoma camurum",1
"paralectotype of boleosoma fusiforme| paralectotype of boleosoma fusiforme",1
"paralectotype of boleosoma gracile",1
"paralectotype of boleosoma maculatum",1
"paralectotype of bothrocaropsis alalonga| syntype of bothrocaropsis alalonga",1
"paralectotype of bothrocaropsis elongata| syntype of bothrocaropsis elongata",1
"paralectotype of bryconamericus stramineus",1
"paralectotype of bryttus humilis",1
"paralectotype of catonotus fasciatus| syntype of catonotus fasciatus",1
"paralectotype of catonotus kennicotti",1
"paralectotype of centristhmus signifer",1
"paralectotype of chasmodes saburrae",1
"paralectotype of citharichthys fragilis",1
"paralectotype of citharichthys xanthostigma",1
"paralectotype of codoma trichroistia",1
"paralectotype of columbia transmontana",1
"paralectotype of congermuraena flava| voucher of congermuraena flava",1
"paralectotype of coregonus coulterii",1
"paralectotype of corydoras hastatus| syntype of corydoras hastatus",1
"paralectotype of corydoras potaroensis",1
"paralectotype of cottus niger",1
"paralectotype of curimatus leucostictus| syntype of curimatus leucostictus",1
"paralectotype of curimatus microcephalus| syntype of curimatus microcephalus",1
"paralectotype of curimatus serpae",1
"paralectotype of deuterodon pedri",1
"paralectotype of diaphus theta",1
"paralectotype of dibranchus scaber| syntype of dibranchus scaber",1
"paralectotype of diplesion fasciatus",1
"paralectotype of episema callisema",1
"paralectotype of etheostoma roanoka",1
"paralectotype of eviota zonura",1
"paralectotype of fundulus dugesii",1
"paralectotype of gambusia puncticulata| syntype of gambusia puncticulata",1
"paralectotype of gasteropelecus fasciatus",1
"paralectotype of gillichthys detrusus| paratype of gillichthys detrusus",1
"paralectotype of grystes nobilis",1
"paralectotype of halieutaea spongiosa",1
"paralectotype of haloporphyrus eques",1
"paralectotype of halosaurus johnsonianus",1
"paralectotype of heptapterus eigenmanni| syntype of heptapterus eigenmanni",1
"paralectotype of hippocampus ingens",1
"paralectotype of hudsonius altus",1
"paralectotype of hybognathus hankinsoni",1
"paralectotype of hybopsis chrosomus",1
"paralectotype of hybopsis xaenocephalus",1
"paralectotype of hyphessobrycon melazonatus",1
"paralectotype of hypsilepis galacturus",1
"paralectotype of hypsilepis iris",1
"paralectotype of icelinus borealis",1
"paralectotype of icelus canaliculatus",1
"paralectotype of icelus spiniger",1
"paralectotype of icelus vicinalis",1
"paralectotype of lepidomeda vittata",1
"paralectotype of leuciscus hypselopterus| syntype of alburnus formosus| paralectotype of alburnus formosus",1
"paralectotype of lophiomus spilurus| syntype of lophiomus spilurus",1
"paralectotype of loricaria lata| syntype of loricaria lata",1
"paralectotype of luxilus roseus",1
"paralectotype of luxilus zonistius",1
"paralectotype of lyconema barbatum",1
"paralectotype of lythrurus atripes| syntype of lythrurus atripes",1
"paralectotype of macrurus capito vagrans",1
"paralectotype of macrurus fragilis",1
"paralectotype of macrurus liraticeps",1
"paralectotype of minnilus xaenurus| syntype of minnilus xaenurus",1
"paralectotype of myctophum (stenobrachius) leucopsarum",1
"paralectotype of myctophum opalinum",1
"paralectotype of neoconger mucronatus",1
"paralectotype of nothonotus thalassinus",1
"paralectotype of nototropis lirus",1
"paralectotype of notropis boops",1
"paralectotype of notropis megalops albeolus| syntype of notropis megalops albeolus",1
"paralectotype of noturus gilberti",1
"paralectotype of ochmacanthus alternus| voucher of ochmacanthus alternus",1
"paralectotype of odontopyxis leptorhynchus",1
"paralectotype of ogcocephalus porrectus",1
"paralectotype of oligocephalus leonensis| syntype of oligocephalus leonensis",1
"paralectotype of otocinclus maculicauda",1
"paralectotype of pantosteus jordani",1
"paralectotype of parachromis gulosus| syntype of parachromis gulosus",1
"paralectotype of paralichthys patagonicus| syntype of paralichthys patagonicus",1
"paralectotype of paratilapia ventralis",1
"paralectotype of peristedion hians",1
"paralectotype of phenacobius catostomus",1
"paralectotype of photogenis caeruleus",1
"paralectotype of photogenis leuciodus",1
"paralectotype of photogenis leucopus",1
"paralectotype of photogenis stigmaturus",1
"paralectotype of photogenis telescopus",1
"paralectotype of pileoma carbonaria",1
"paralectotype of pileoma carbonaria| syntype of pileoma carbonaria",1
"paralectotype of pimelodus affinis",1
"paralectotype of platophrys nebularis",1
"paralectotype of platyrhina exasperata",1
"paralectotype of prionotus gymnostethus",1
"paralectotype of prionotus militaris",1
"paralectotype of pyrrhulina brevis| syntype of pyrrhulina brevis",1
"paralectotype of rhamdia depressa",1
"paralectotype of rhamdia parryi",1
"paralectotype of rhamdia sacrificii",1
"paralectotype of rheocrypta copelandi| voucher of percina copelandi",1
"paralectotype of rivulus beniensis beniensis",1
"paralectotype of rivulus beniensis lacustris",1
"paralectotype of rivulus obscurus| syntype of rivulus obscurus",1
"paralectotype of roeboides biserialis",1
"paralectotype of roeboides biserialis| syntype of cynopotamus biserialis",1
"paralectotype of siphostoma carinatum",1
"paralectotype of sternopygus obtusirostris| syntype of sternopygus obtusirostris",1
"paralectotype of sternotremia isolepis| syntype of sternotremia isolepis",1
"paralectotype of stichaeus rothrocki",1
"paralectotype of synodontis serratus tanganaicae",1
"paralectotype of teretulus cervinus",1
"paralectotype of umbrina xanti",1
"paralectotype of xenochirus latifrons",1
"paralectotype of xenochirus triacanthus",1
"paralectotype of zenarchopterus vaisiganus",1
"paralectotype of zygonectes rubrifrons| paralectotype of zygonectes rubrifrons",1
"paratopotype of percina aurora",1
"paratopotype of percina brevicauda",1
"paratype (ms) of aplocheilichthys (congopanchax)",1
"paratype (ms) of colomesus",1
"paratype (ms) of corydoras",1
"paratype (ms) of hylopanchax",1
"paratype (ms) of marcusenius",1
"paratype (ms) of potamotrygon",1
"paratype (ms) of pseudochalceus",1
"paratype of aboma tsushimae",1
"paratype of abudefduf phoenixensis",1
"paratype of acanthemblemaria harpeza",1
"paratype of acanthocharax microlepis",1
"paratype of acanthophacelus bifurcus",1
"paratype of acanthophacelus melanzonus",1
"paratype of acanthophthalmus myersi",1
"paratype of acanthurus rackliffei",1
"paratype of acanthurus triostegus sandvicensis",1
"paratype of achirus mucuri",1
"paratype of adenops analis",1
"paratype of adenops argenteus",1
"paratype of aequidens potaroensis",1
"paratype of aethiomastacembelus traversi",1
"paratype of ageneiosus freiei",1
"paratype of agonostomus bryanti",1
"paratype of agosia robusta",1
"paratype of alepisaurus brevirostris",1
"paratype of alestes comptus",1
"paratype of alosa ohiensis",1
"paratype of alticus evermanni",1
"paratype of ambassis lafa",1
"paratype of ambassis vaivasensis",1
"paratype of amblycirrhitus hubbardi",1
"paratype of amblyrhynchichthys micracanthus",1
"paratype of ammodytoides leptus| voucher of ammodytoides leptus",1
"paratype of amphilius athiensis",1
"paratype of amphiprion allardi",1
"paratype of anchoa pectoralis",1
"paratype of anchoa schultzi",1
"paratype of anchoa ubatubae",1
"paratype of anchovia magdalenae",1
"paratype of anchovia nigra",1
"paratype of anchoviella nitida",1
"paratype of ancistrus brevifilis bodenhameri",1
"paratype of ancistrus lithurgicus",1
"paratype of ancistrus triradiatus martini",1
"paratype of ancylopsetta antillarum",1
"paratype of ancylopsetta cycloidea",1
"paratype of ancylopsetta microctenus",1
"paratype of anostomus rostratus",1
"paratype of aphyocharax erythrurus",1
"paratype of aphyocypris chinensis shantung",1
"paratype of aphyocypris normalis",1
"paratype of apistogramma eunotus",1
"paratype of apistogramma payaminonis",1
"paratype of apocope oscula thermalis",1
"paratype of aporops bilinearis| voucher of aporops bilinearis",1
"paratype of apristurus melanoasper",1
"paratype of apteronotus anu",1
"paratype of apteronotus caudimaculosus| voucher of apteronotus caudimaculosus| voucher of apteronotus caudimaculosus",1
"paratype of apteronotus cuchillo",1
"paratype of apteronotus cuchillo| voucher of apteronotus cuchillo| voucher of apteronotus cuchillo",1
"paratype of arcos decoris",1
"paratype of argentina aliceae",1
"paratype of argentina georgei",1
"paratype of argentina stewarti",1
"paratype of astroblepus phelpsi",1
"paratype of astronesthes karsteni",1
"paratype of astronesthes macropogon",1
"paratype of astronesthes oligoa",1
"paratype of astyanax essequibensis",1
"paratype of astyanax mucronatus",1
"paratype of astyanax potaroensis",1
"paratype of astyanax venezuelae",1
"paratype of auchenipterus brevior",1
"paratype of auchenipterus britskii",1
"paratype of aulopareia janetae",1
"paratype of bagarius suchus",1
"paratype of bagrichthys majusculus",1
"paratype of barbulifer antennatus",1
"paratype of barbus carletoni",1
"paratype of barbus validus",1
"paratype of bathygadus favosus",1
"paratype of bathygobius fuscus swainsensis",1
"paratype of bathylagichthys kobylianskyi",1
"paratype of bathyonus pectoralis",1
"paratype of bathypterois (bathypterois) bigelowi",1
"paratype of bathyraja peruana",1
"paratype of bathytroctes alveatus",1
"paratype of bathytroctes alvifrons",1
"paratype of bathytroctes inspector",1
"paratype of bathytyphlops marionae",1
"paratype of batrachoides waltersi",1
"paratype of bellator ribeiroi",1
"paratype of belone crassa| syntype of belone crassa",1
"paratype of belone svetovidovi",1
"paratype of bivibranchia protractila",1
"paratype of bodianus prognathus",1
"paratype of botia purpurea",1
"paratype of brachyglanis melas",1
"paratype of brachysomophis sauropsis| voucher of brachysomophis sauropsis",1
"paratype of brama myersi",1
"paratype of bramocharax bransfordi dorioni",1
"paratype of branchioica phaneronema",1
"paratype of bregmaceros cantori",1
"paratype of breviraja (bathyraja) trachouros",1
"paratype of breviraja atripinna",1
"paratype of breviraja ishiyamai",1
"paratype of breviraja marklei",1
"paratype of breviraja mouldi| paratype of breviraja schroederi",1
"paratype of breviraja nigriventralis",1
"paratype of brevoortia smithi",1
"paratype of bryconamericus beta motatanensis",1
"paratype of bryconamericus deuterodonoides euryodous",1
"paratype of bryconamericus exodon",1
"paratype of bryconamericus grosvenori",1
"paratype of bryconamericus hyphesson",1
"paratype of bryconamericus pachacuti",1
"paratype of bunocephalus chamaizelus",1
"paratype of calamus nodosus",1
"paratype of callionymus himantophorus| additional material of callionymus agassizii",1
"paratype of campostoma anomalum oligolepis",1
"paratype of canthigaster constellatus",1
"paratype of carcharhinus floridanus",1
"paratype of carcharias phorcys",1
"paratype of carnegiella marthae",1
"paratype of carnegiella schereri",1
"paratype of centropomus pedimacula",1
"paratype of cetopsorhamdia orinoco",1
"paratype of cetopsorhamdia picklei",1
"paratype of chaetostoma anomala sovichthys",1
"paratype of chalinura brevibarbis",1
"paratype of chalixodytes tauensis",1
"paratype of characidium blennioides",1
"paratype of characidium catenatum",1
"paratype of characidium chupa chupa",1
"paratype of characidium chupa torbesensis",1
"paratype of characidium vintoni",1
"paratype of characidium voladorita",1
"paratype of characidium zebra",1
"paratype of chasmocranus longior",1
"paratype of chauliodus atlantis",1
"paratype of cheirodon dialepturus",1
"paratype of cheirodontops geayi",1
"paratype of chilodus gracilis",1
"paratype of chiloscyllium confusum",1
"paratype of chimaera cubana",1
"paratype of chironectes tigris| holotype of chironectes tigris",1
"paratype of cichlasoma amazonarum",1
"paratype of cirrhitus albopunctatus",1
"paratype of cirrhitus nigropunctatus",1
"paratype of cirrhitus spilotoceps",1
"paratype of cirripectes jenningsi",1
"paratype of citharichthys abbotti",1
"paratype of citharichthys sumichrasti| additional material of citharichthys sumichrasti",1
"paratype of clinocottus analis australis",1
"paratype of cobitis aurata vallachica",1
"paratype of cochliodon pospisili",1
"paratype of coilia rendahli",1
"paratype of coleotropis blackburni",1
"paratype of congoglanis inga",1
"paratype of congoglanis sagitta",1
"paratype of congrina gracilior| paralectotype of congermuraena flava| voucher of congrina gracilior",1
"paratype of copeina compta",1
"paratype of coregonus clupeaformis dustini",1
"paratype of coregonus stanleyi",1
"paratype of corica papuensis",1
"paratype of coryphaenoides delsolari",1
"paratype of coryphaenoides oreinos| syntype of macrurus bucephalus| paralectotype of coryphaenoides oreinos",1
"paratype of corythroichthys elerae",1
"paratype of creagrutops maracaiboensis",1
"paratype of creagrutus bolivari",1
"paratype of creagrutus hildebrandi",1
"paratype of crenicichla alta",1
"paratype of crenicichla sedentaria",1
"paratype of crossochir koelzi",1
"paratype of cruriraja cadenati",1
"paratype of cryptacanthodes maculatus",1
"paratype of crystallodytes cookei| paratype of crystallodytes cookei enderburyensis",1
"paratype of cubiceps nigriargenteus",1
"paratype of curimata cerasina",1
"paratype of curimata inornata",1
"paratype of curimatus atratoensis",1
"paratype of curimatus morawhannae",1
"paratype of cynoglossus lachneri",1
"paratype of cynoscion maracaiboensis",1
"paratype of cynoscion nortoni",1
"paratype of cyprinodon atrorus",1
"paratype of cyrtocharax magdalenae venezuelae",1
"paratype of dactylophallus ramsdeni",1
"paratype of dascyllus albisella",1
"paratype of decapterus tabl",1
"paratype of dermogenys collettei",1
"paratype of deuterodon pinnatus",1
"paratype of deuterodon potaroensis",1
"paratype of diancistrus altidorsalis",1
