"Typestatus","Count"
"syntype of haemulon sexfasciatus| paralectotype of haemulon sexfasciatus",1
"syntype of haemulon taeniatum| holotype of haemulon taeniatum",1
"syntype of haemulon undecimale",1
"syntype of halieutopsis tumifrons| lectotype of halieutopsis tumifrons| voucher of halieutopsis tumifrons",1
"syntype of halieutopsis tumifrons| paralectotype of halieutopsis tumifrons| figured of halieutopsis tumifrons",1
"syntype of halosaurus radiatus| voucher of halosaurus radiatus",1
"syntype of haplochilus chrysotus",1
"syntype of haplochromis fasciatus",1
"syntype of harengula sardina",1
"syntype of harttia loricariformis| paralectotype of harttia loricariformis",1
"syntype of hemigrammus coeruleus",1
"syntype of hemigrammus hyanuary",1
"syntype of hemiramphus fasciatus",1
"syntype of hemiramphus fasciatus| syntype of hemirhamphus fasciatus",1
"syntype of hemirhamphus filamentosus| paralectotype of hemiramphus filamentosus",1
"syntype of hemirhamphus macrochirus| lectotype of hemiramphus macrochirus",1
"syntype of hemirhombus fuscus",1
"syntype of hemirhombus fuscus| syntype of hemirhombus fuscus",1
"syntype of herichthys cyanoguttatus| voucher of herichthys cyanoguttatus",1
"syntype of heros beani",1
"syntype of heros pavonaceus",1
"syntype of heterandria minor",1
"syntype of heterandria nobilis| lectotype of heterandria nobilis",1
"syntype of heterandria nobilis| paralectotype of heterandria nobilis",1
"syntype of heterandria patruelis",1
"syntype of heteropleuron agassizii",1
"syntype of heteropleuron parvum",1
"syntype of hippoglossina vagrans",1
"syntype of hippoglossoides elassodon",1
"syntype of hippoglossoides exilis",1
"syntype of holocentrum perlatum| holotype of holocentrum perlatum",1
"syntype of holocentrum riparium| holotype of holocentrum riparium",1
"syntype of holocentrum riparium| paratype of holocentrum riparium",1
"syntype of holocentrum rostratum| syntype of holocentrum rostratum",1
"syntype of holocentrum vexillarium| holotype of holocentrum vexillarium",1
"syntype of holocentrus gulo",1
"syntype of hoplostethus pacificus",1
"syntype of hybognathus (dionda) punctifer| voucher of hybognathus punctifer",1
"syntype of hybognathus argyritis| paralectotype of hybognathus argyritis",1
"syntype of hybognathus nuchalis| lectotype of hybognathus nuchalis",1
"syntype of hybognathus placitus",1
"syntype of hybopsis meeki",1
"syntype of hybopsis timpanogensis",1
"syntype of hyborhynchus confertus",1
"syntype of hyborhynchus siderius",1
"syntype of hydrargyra similis",1
"syntype of hydrophlox lutipinnis",1
"syntype of hymenocephalus antraeus",1
"syntype of hyostoma newmanii| paralectotype of hyostoma newmanii",1
"syntype of hyphessobrycon bentosi",1
"syntype of hyphessobrycon copelandi",1
"syntype of hyphessobrycon panamensis",1
"syntype of hyphessobrycon serpae",1
"syntype of hypsilepis iris",1
"syntype of hypsophrys unimaculatus| syntype of hypsophrys unimaculatus",1
"syntype of icelinus cavifrons",1
"syntype of ichthyobus rauchii",1
"syntype of ichthyobus stolleyi",1
"syntype of indostomus paradoxus",1
"syntype of julis internasalis| syntype of julis internasalis",1
"syntype of laemonema gracillipes",1
"syntype of laemonema longipes",1
"syntype of lamprologus christyi",1
"syntype of lamprologus cunningtoni nyassae",1
"syntype of lamprologus modestus nyassae",1
"syntype of lamprologus moorii",1
"syntype of lepidogobius gilberti",1
"syntype of lepomis symmetricus| paralectotype of lepomis symmetricus",1
"syntype of leporinus copelandii| holotype of leporinus garmani",1
"syntype of leporinus fasciatus tigrinus",1
"syntype of leporinus mormyrops",1
"syntype of leporinus nattereri",1
"syntype of leptocottus armatus",1
"syntype of leptoderma macrops",1
"syntype of leuciscus coccogenis",1
"syntype of leuciscus copii| syntype of alburnellus jaculus",1
"syntype of leuciscus frontalis",1
"syntype of leuciscus gracilis",1
"syntype of leuciscus rodens",1
"syntype of leuciscus zunnensis| syntype of gila gracilis",1
"syntype of leucosomus occidentalis",1
"syntype of leucosomus pallidus",1
"syntype of limanda proboscidea",1
"syntype of limia cubensis",1
"syntype of limia cubensis| syntype of limia cubensis",1
"syntype of limia pavonina| holotype of limia pavonina",1
"syntype of liopropoma rubre| holotype of liopropoma rubre",1
"syntype of liparis agassizii| syntype of liparis agassizii",1
"syntype of lophiomus caulinaris| lectotype of lophiomus caulinaris",1
"syntype of lophiomus caulinaris| paralectotype of lophiomus caulinaris",1
"syntype of lophiomus spilurus| lectotype of lophiomus spilurus",1
"syntype of loricaria lata",1
"syntype of loricaria phoxocephala| lectotype of loricaria phoxocephala",1
"syntype of loricaria phoxocephala| paralectotype of loricaria phoxocephala",1
"syntype of lucifuga dentatus",1
"syntype of luxilus lucidus| paralectotype of luxilus lucidus",1
"syntype of luxilus seco",1
"syntype of lycodes anguis| lectotype of lycodes anguis",1
"syntype of lycodes cicatrifer",1
"syntype of lycodes incisus| lectotype of lycodes incisus",1
"syntype of lycodes incisus| paralectotype of lycodes incisus",1
"syntype of macrurus anguliceps| lectotype of macrurus anguliceps",1
"syntype of macrurus bucephalus| lectotype of macrurus bucephalus",1
"syntype of macrurus capito| lectotype of macrurus capito",1
"syntype of macrurus capito| paralectotype of macrurus capito",1
"syntype of macrurus carminifer",1
"syntype of macrurus orbitalis| lectotype of macrurus orbitalis",1
"syntype of macrurus orbitalis| paralectotype of macrurus orbitalis",1
"syntype of malthopsis erinacea| lectotype of malthopsis erinacea",1
"syntype of malthopsis sparsa| lectotype of malthopsis sparsa",1
"syntype of malthopsis spinosa| lectotype of malthopsis spinosa",1
"syntype of malthopsis spinosa| paralectotype of malthopsis spinosa",1
"syntype of malthopsis spinulosa| lectotype of malthopsis spinulosa",1
"syntype of malthopsis spinulosa| paralectotype of malthopsis spinulosa",1
"syntype of meda fulgida",1
"syntype of menidia dentex",1
"syntype of merophorus angustifrons",1
"syntype of mesoprion arnillo| holotype of mesoprion arnillo",1
"syntype of mesoprion elegans",1
"syntype of mesoprion profundus",1
"syntype of mesoprion vorax| holotype of mesoprion vorax",1
"syntype of microlepidium grandiceps",1
"syntype of microlepidotus inornatus",1
"syntype of microphilypnus ternetzi| paralectotype of microphilypnus ternetzi",1
"syntype of miuroglanis platycephalus| voucher of miuroglanis platycephalus",1
"syntype of moenkhausia barbouri| syntype of moenkhausia barbouri",1
"syntype of moenkhausia comma| syntype of moenkhausia comma",1
"syntype of moenkhausia cotinho",1
"syntype of moenkhausia cotinho| syntype of moenkhausia cotinho",1
"syntype of moenkhausia dichrourus intermedius",1
"syntype of moenkhausia jamesi| paralectotype of moenkhausia jamesi",1
"syntype of moenkhausia latissimus",1
"syntype of moenkhausia latissimus| syntype of moenkhausia latissimus",1
"syntype of moenkhausia lepidurus gracilimus",1
"syntype of moenkhausia lepidurus latus| syntype of moenkhausia lata",1
"syntype of moniana aurata",1
"syntype of moniana couchi",1
"syntype of moniana deliciosa| paralectotype of moniana deliciosa",1
"syntype of moniana formosa",1
"syntype of moniana gracilis",1
"syntype of moniana laetabilis",1
"syntype of moniana leonina",1
"syntype of moniana proserpina",1
"syntype of moniana pulchella",1
"syntype of moniana rutila",1
"syntype of moniana tristis| paralectotype of moniana tristis| paralectotype of moniana tristis",1
"syntype of morone interrupta| syntype of morone mississippiensis",1
"syntype of moxostoma claviformis",1
"syntype of moxostoma kennerlii",1
"syntype of moxostoma tenue",1
"syntype of mugil hamiltonii",1
"syntype of mycteroperca calliura| syntype of mycteroperca calliura",1
"syntype of myctophum tenuiculum",1
"syntype of myctophum townsendi",1
"syntype of myloleucus parovanus",1
"syntype of myriopristis fulgens| syntype of myriopristis fulgens",1
"syntype of myriopristis lychnus| syntype of myriopristis lychnus",1
"syntype of myxodes macropus| holotype of myxodes macropus",1
"syntype of myxus superficialis",1
"syntype of nannocharax ansorgii",1
"syntype of narcine brasiliensis corallina| figured of narcine brasiliensis corallina",1
"syntype of narcine brasiliensis punctata| figured of narcine brasiliensis bancroftii",1
"syntype of neolabrus fenestratus",1
"syntype of neostoma quadrioculatum",1
"syntype of nettastoma procerum",1
"syntype of nettastoma procerum| voucher of nettastoma procerum",1
"syntype of notacanthus spinosus",1
"syntype of notacanthus spinosus| voucher of notacanthus spinosus",1
"syntype of notemigonus ischanus",1
"syntype of notosema dilecta",1
"syntype of notropis rubescens| syntype of nocomis rubrifrons",1
"syntype of oligocephalus humeralis| paralectotype of oligocephalus humeralis",1
"syntype of oligocottus analis",1
"syntype of oligocottus maculosus",1
"syntype of ophichthys arenicola",1
"syntype of ophidion taylori",1
"syntype of opisthognathus micrognathus",1
"syntype of opistognathus micrognathus| syntype of opisthognathus micrognathus",1
"syntype of orestias agassizii affinis",1
"syntype of orestias elegans",1
"syntype of orestias incae",1
"syntype of orestias olivaceus",1
"syntype of orthopristis duplex",1
"syntype of orthopristis poeyi",1
"syntype of orthostoechus maculicauda",1
"syntype of otolithus californiensis",1
"syntype of otolithus magdalenae",1
"syntype of otothyris canaliferus| voucher of otothyris canaliferus",1
"syntype of pagellus orbitarius| lectotype of pagellus orbitarius",1
"syntype of paraliparis albeolus",1
"syntype of paraliparis latifrons",1
"syntype of pellona bleekeriana| syntype of pellona bleekeriana",1
"syntype of pelmatochromis xenotilapiaformis",1
"syntype of percilia gillissi",1
"syntype of peristedium barbiger",1
"syntype of peristedium barbiger| lectotype of peristedium barbiger",1
"syntype of petersius septentrionalis",1
"syntype of phoxinellus croaticus",1
"syntype of phoxinellus libani",1
"syntype of phoxinus (tigoma) orcuttii",1
"syntype of physailia pellucida",1
"syntype of pimelodella steindachneri| holotype of rhamdia tenella",1
"syntype of pimelodus (pimelodella) eigenmanni| syntype of rhamdia eigenmanniorum",1
"syntype of pimelodus (pseudorhamdia) chagresi",1
"syntype of pimelodus confinis",1
"syntype of pimelodus hoyi",1
"syntype of pimelodus olivaceus",1
"syntype of pimelodus pictus",1
"syntype of pimelodus platycephalus| paralectotype of pimelodus platycephalus",1
"syntype of pimelodus vulpes",1
"syntype of plagopterus argentissimus",1
"syntype of platophrys constellatus",1
"syntype of plecostomus carinatus",1
"syntype of plecostomus commersonii scabriceps",1
"syntype of plecostomus limosus| lectotype of plecostomus limosus",1
"syntype of plecostomus limosus| paralectotype of plecostomus limosus",1
"syntype of plecostomus vaillanti",1
"syntype of plectropoma bovinum| syntype of plectropoma bovinum",1
"syntype of plectropoma guttavarium| syntype of plectropoma guttavarium",1
"syntype of poecilia boucardii| voucher of poecilia gilli",1
"syntype of poecilia cuneata| voucher of poecilia gilli",1
"syntype of poecilia lineolata",1
"syntype of poecilichthys punctulatus| paralectotype of poecilichthys punctulatus",1
"syntype of poecilichthys spectabilis",1
"syntype of poecilichthys versicolor| paralectotype of poecilichthys versicolor",1
"syntype of poecilophis pikei| voucher of poecilophis pikei",1
"syntype of poecilophis pikei| voucher of poecilophis pikei| voucher of poecilophis pikei",1
"syntype of poecilosoma erythrogastrum",1
"syntype of pogonichthys communis",1
"syntype of pogonichthys symmetricus",1
"syntype of pomacentrus agassizii",1
"syntype of pomacentrus analigutta",1
"syntype of pomacentrus caudalis| holotype of pomacentrus caudalis",1
"syntype of pomacentrus obscuratus| holotype of pomacentrus obscuratus",1
"syntype of pomacentrus xanthurus",1
"syntype of pomotis nefastus",1
"syntype of pomotis notatus",1
"syntype of pomotis speciosus",1
"syntype of poromitra capito",1
"syntype of potamocottus carolinae",1
"syntype of potamocottus zopherus",1
"syntype of priacanthus catalufa| holotype of priacanthus catalufa",1
"syntype of prionurus punctatus",1
"syntype of pristipoma productum| syntype of pristipoma productum",1
"syntype of pristipoma spleniatum| syntype of pristipoma spleniatum",1
"syntype of psectrogaster amazonica| paralectotype of psectrogaster amazonica",1
"syntype of psettus (parapsettus) panamensis",1
"syntype of pseudobagrus chryseus",1
"syntype of pseudoscarus gnathodus| syntype of pseudoscarus gnathodus",1
"syntype of psychrolutes zebra",1
"syntype of pteraclis fasciatus| paralectotype of pteraclis fasciatus| paralectotype of pteraclis fasciatus| voucher of pteraclis fasciatus",1
"syntype of puntius dubius",1
"syntype of puntius lepidus",1
"syntype of puntius parrah",1
"syntype of puntius punctatus",1
"syntype of puntius vittatus",1
"syntype of pygidium immaculatum| voucher of pygidium immaculatum| voucher of pygidium immaculatum| voucher of pygidium immaculatum",1
"syntype of pygidium oroyae| voucher of pygidium oroyae| voucher of pygidium oroyae",1
"syntype of pyrrhulina brevis| paralectotype of pyrrhulina brevis",1
"syntype of rasbora rutteni",1
"syntype of rhamdia eigenmanniorum",1
"syntype of rhinelepis agassizii| additional material of rhinelepis agassizii",1
"syntype of rhinelepis parahybae",1
"syntype of rhinichthys badius",1
"syntype of rhinichthys lunatus",1
"syntype of rhinichthys luteus",1
"syntype of rhinichthys meleagris",1
"syntype of rhinichthys simus",1
"syntype of rhodeus syriacus",1
"syntype of richardsonius lateralis",1
"syntype of rivulus cylindraceus| holotype of rivulus cylindraceus| lectotype of rivulus cylindraceus| holotype of rivulus cylindraceus",1
"syntype of rivulus cylindraceus| paralectotype of rivulus cylindraceus| paratype of rivulus cylindraceus",1
"syntype of rivulus cylindraceus| paratype of rivulus cylindraceus| paralectotype of rivulus cylindraceus| paratype of rivulus cylindraceus",1
"syntype of salarias sertatus",1
"syntype of salmo trutta pellegrini",1
"syntype of sardinia pseudohispanica",1
"syntype of sargus caribaeus| syntype of sargus caribaeus",1
"syntype of sargus caudimacula| syntype of sargus caudimacula",1
"syntype of scarus brachialis| holotype of scarus brachialis",1
"syntype of sciadonus pedicellaris",1
"syntype of scoliodon intermedius",1
"syntype of scorpis californiensis",1
"syntype of sebastichthys diploproa",1
"syntype of sebastichthys saxicola",1
"syntype of semotilus speciosus",1
"syntype of seriola pinnulata| holotype of seriola pinnulata",1
"syntype of serranus apiarius| holotype of serranus apiarus",1
"syntype of serranus bonaci",1
"syntype of serranus conspersus| syntype of serranus conspersus",1
"syntype of serranus cyclopomatus| holotype of serranus cyclopomatus",1
"syntype of serranus falcatus",1
"syntype of serranus guasa| paratype of serranus guasa",1
"syntype of serranus repandus",1
"syntype of serranus repandus| holotype of serranus repandus",1
"syntype of sicyases carneus| syntype of sicyases carneus| voucher of sicyases carneus",1
"syntype of sicyases petersii",1
"syntype of sicyases rubiginosus| holotype of sicyases rubiginosus| voucher of sicyases rubiginosus",1
"syntype of sicydium siragus| syntype of sicydium siragus",1
"syntype of silurus (parasilurus) aristotelis| syntype of glanis aristotelis| voucher of silurus (parasilurus) aristotelis",1
"syntype of sphyraena picudilla| syntype of sphyraena picudilla",1
"syntype of steindachneria amblyurus| figured of steindachneria amblyurus",1
"syntype of steindachneria doceana| figured of steindachneria doceana",1
"syntype of sternopygus obtusirostris| paralectotype of sternopygus obtusirostris| voucher of sternopygus macrurus",1
"syntype of stolephorus astilbe",1
"syntype of stolephorus curtus",1
"syntype of stolephorus exiguus",1
"syntype of stolephorus lucidus",1
"syntype of stolephorus mundeolus| paralectotype of stolephorus mundeolus",1
"syntype of stypodon signifer",1
"syntype of symphurus atramentatus| voucher of symphurus atramentatus",1
"syntype of symphurus leei",1
"syntype of symphurus leei| voucher of symphurus leei",1
"syntype of symphurus varius",1
"syntype of symphurus varius| voucher of symphurus varius",1
"syntype of syngnathus brachycephalus| holotype of syngnathus brachycephalus| lectotype of syngnathus brachycephalus",1
"syntype of syngnathus brachycephalus| paralectotype of syngnathus brachycephalus",1
"syntype of synodus acutus",1
"syntype of synodus simulans",1
"syntype of tachisurus gulosus",1
"syntype of tachisurus jordani",1
"syntype of tachisurus lentiginosus",1
"syntype of tetragonopterus copei",1
"syntype of tetragonopterus ocellifer",1
"syntype of teuthis elegans",1
"syntype of thalassophryne nattereri| lectotype of thalassophryne nattereri| voucher of thalassophryne nattereri",1
"syntype of thalassophryne nattereri| paralectotype of thalassophryne nattereri",1
"syntype of thalassophryne punctata| lectotype of thalassophryne punctata| voucher of thalassophryne punctata",1
"syntype of thalassophryne punctata| paralectotype of thalassophryne punctata",1
"syntype of thayeria obliquus",1
"syntype of thrichomycterus macraei| voucher of thrichomycterus macraei| voucher of thrichomycterus macraei",1
"syntype of tiaroga cobitis",1
"syntype of tigoma intermedia",1
"syntype of tigoma lineata",1
"syntype of tilapia nadinae",1
"syntype of trachycorystes porosus",1
"syntype of tridens melanops",1
"syntype of triglopsis thompsonii",1
"syntype of trycherodon megalops",1
"syntype of trygon brevis| figured of trygon brevis| figured of trygon brevis",1
"syntype of trygon brevis| voucher of trygon brevis",1
"syntype of trygon longa",1
"syntype of trygon longa| figured of trygon lata",1
"syntype of umbrina phalaena",1
"syntype of upeneus flavovittatus",1
"syntype of uranidea wheeleri",1
"syntype of venefica tentaculata| voucher of venefica tentaculata",1
"syntype of xenichthys xanti",1
"syntype of xenisma stellifera",1
"syntype of xenochirus alascanus",1
"syntype of xenochirus pentacanthus",1
"syntype of xenodermichthys socialis",1
"syntype of xenomystax rictus| voucher of xenomystax rictus",1
"syntype of xiphister rupestris",1
"syntype of xyrichthys mundiceps",1
"syntype of zygaena subarcuata",1
"syntype of zygonectes escambiae",1
"syntype of zygonectes guttatus",1
"syntype of zygonectes henshalli",1
"syntype of zygonectes lateralis",1
"syntype of zygonectes lineolatus",1
"syntype of zygonectes zonatus",1
"syntype? of anostomus varius",1
"syntype? of curimatus serpae",1
"syntype? of engraulis cubanus",1
"syntype? of hyostoma simoterum",1
"syntype? of leporinus copelandii",1
"syntype? of liparis fucensis",1
"syntype? of lutjanus campechanus",1
"syntype? of otocinclus affinis",1
"syntype? of pleuronectes maculiferus",1
"syntype? of scorpaena occipitalis",1
"syntype? of scorpaena rascacio",1
"syntype? of serranus dubius",1
"syntype? of serranus felinus| holotype of serranus felinus",1
"syntype? of zygonectes olivaceus",1
"voucher of abramites hypselonotus",1
"voucher of abyssobrotula galathae",1
"voucher of acarichthys heckelii",1
"voucher of acaronia nassa",1
"voucher of acipenser",1
"voucher of acipenser fulvescens",1
"voucher of acipenser ruthenus",1
"voucher of acipenser schrenckii",1
"voucher of acipenser sturio",1
"voucher of aequidens tetramerus",1
"voucher of albula vulpes",1
"voucher of alepocephalus rostratus",1
"voucher of alvordius evides",1
"voucher of ambloplites rupestris",1
"voucher of amblyopsis rosae",1
"voucher of ameiurus natalis",1
"voucher of ameiurus nebulosus",1
"voucher of amphilius krefftii",1
"voucher of amphilophus citrinellus",1
"voucher of amphistichus argenteus",1
"voucher of anampses caerulopunctatus",1
"voucher of ancylopsetta quadrocellata",1
"voucher of anguilla rostrata",1
"voucher of anodus elongatus",1
"voucher of anthias nicholsi",1
"voucher of anthias tenuis",1
"voucher of apeltes quadracus",1
"voucher of apistogramma steindachneri",1
"voucher of apistogrammoides pucallpaensis",1
"voucher of aplochiton zebra",1
"voucher of apogon fraenatus",1
"voucher of apogon queketti",1
"voucher of apogon savayensis",1
"voucher of apteronotus albifrons",1
"voucher of apteronotus albifrons| figured of apteronotus albifrons| voucher of apteronotus albifrons",1
"voucher of apteronotus albifrons| voucher of apteronotus albifrons",1
"voucher of apteronotus rostratus| voucher of apteronotus rostratus",1
"voucher of arcos rhodospilus",1
"voucher of argonectes longiceps",1
"voucher of argyropelecus lychnus",1
"voucher of aristochromis christyi",1
"voucher of aristostomias tittmanni",1
"voucher of aristostomias xenostoma",1
"voucher of arothron meleagris",1
"voucher of astatoreochromis alluaudi",1
"voucher of astatotilapia barbarae",1
"voucher of astatotilapia elegans",1
"voucher of astroblepus whymperi",1
"voucher of astronesthes",1
"voucher of astronesthes caulophorus",1
"voucher of astronotus ocellatus",1
"voucher of astyanax giton| lectotype of astyanax giton",1
"voucher of aulonocara rostratum",1
"voucher of aulonocranus dewindti",1
"voucher of aulopus japonicus",1
"voucher of australoheros",1
"voucher of bajacalifornia calcarata",1
"voucher of baldwinella aureorubens| voucher of pronotogrammus aureorubens",1
"voucher of baldwinella eos",1
"voucher of baldwinella eos| figured of baldwinella eos",1
"voucher of bassogigas gillii",1
"voucher of bassozetus compressus",1
"voucher of bathophilus ater",1
"voucher of bathophilus kingi",1
"voucher of bathophilus metallicus",1
"voucher of bathybates graueri",1
"voucher of bathybates leo",1
"voucher of bathybates minor",1
"voucher of bathychaunax roseus",1
"voucher of bathylagus bericoides",1
"voucher of bathypterois",1
"voucher of bathysaurus ferox",1
"voucher of benitochromis batesii",1
"voucher of benthalbella linguidens",1
"voucher of benthosema suborbitale",1
"voucher of beryx decadactylus| voucher of beryx decadactylus",1
"voucher of beryx| voucher of beryx splendens",1
"voucher of biotodoma cupido",1
"voucher of biotoecus",1
"voucher of bolinichthys",1
"voucher of borostomias",1
"voucher of borostomias antarcticus",1
"voucher of boulengerochromis microlepis",1
"voucher of brachaelurus waddi",1
"voucher of brachyhypopomus bennetti",1
"voucher of buccochromis atritaeniatus",1
"voucher of buccochromis lepturus",1
"voucher of bujurquina",1
"voucher of callionymidae",1
"voucher of callochromis macrops",1
"voucher of caprichromis orthognathus",1
"voucher of caprodon longimanus",1
"voucher of caquetaia myersi",1
"voucher of caracanthus maculatus",1
"voucher of caranx gallus",1
"voucher of carcharias",1
"voucher of carcharias melanopterus",1
"voucher of carcharias taurus",1
"voucher of carcharodon carcharias| voucher of carcharias taurus| voucher of carcharodon carcharias",1
"voucher of cardiopharynx schoutedeni",1
"voucher of caristius groenlandicus",1
"voucher of centrophorus uyato",1
"voucher of centropomus mexicanus| holotype of centropomus parallelus",1
"voucher of centropomus parallelus",1
"voucher of centroscymnus owstonii| voucher of centroscymnus owstonii",1
"voucher of ceratias tentaculatus",1
"voucher of ceratoscopelus maderensis",1
"voucher of ceratoscopelus townsendi",1
"voucher of ceratoscopelus warmingii",1
"voucher of cetorhinus maximus",1
"voucher of chaetobranchopsis orbicularis",1
"voucher of chalinochromis brichardi",1
"voucher of champsochromis caeruleus",1
"voucher of champsodon",1
"voucher of channa micropeltes",1
"voucher of channomuraena cubensis",1
"voucher of chauliodus danae",1
"voucher of cheilodipterus macrodon",1
"voucher of chiasmodon",1
"voucher of chiasmodon microcephalus",1
"voucher of chiasmodon pluriradiatus",1
"voucher of chiasmodon subniger",1
"voucher of chiasmodon subniger| holotype of chiasmodon subniger",1
"voucher of chiloglanis batesii",1
"voucher of chiloglanis occidentalis",1
"voucher of chilotilapia rhoadesii",1
"voucher of chirostomias pliopterus",1
"voucher of chlorophthalmus agassizi",1
"voucher of chondrostoma proxilum",1
"voucher of chromidotilapia guntheri",1
"voucher of chromis acares",1
"voucher of cichla monoculus",1
"voucher of cichlasoma urophthalmus",1
"voucher of clarias batrachus",1
"voucher of coilia dussumieri",1
"voucher of coilia grayi| voucher of coilia grayi",1
"voucher of coilia mystus",1
"voucher of congoglanis alula",1
"voucher of copadichromis chrysonotus",1
"voucher of copadichromis mloto",1
"voucher of copadichromis trimaculatus",1
"voucher of corematodus taeniatus",1
"voucher of coryphaena hippurus",1
"voucher of coryphaenoides carapinus",1
"voucher of cottus cognatus",1
"voucher of creagrutus atrisignum| paratype of creagrutus atrisignum",1
"voucher of creagrutus brevipinnis",1
"voucher of creagrutus caucanus",1
"voucher of creagrutus maxillaris| paratype of creagrudite maxillaris",1
"voucher of creagrutus peruanus",1
"voucher of crenicichla johanna",1
"voucher of cryptoheros cutteri",1
"voucher of ctenochromis horei",1
"voucher of ctenochromis horii",1
"voucher of ctenopharynx intermedius",1
"voucher of cunningtonia longiventralis",1
"voucher of curimata ciliata",1
"voucher of cyathochromis obliquidens",1
"voucher of cyathopharynx furcifer",1
"voucher of cyclopsetta fimbriata",1
"voucher of cymatogaster aggregata",1
"voucher of cyphotilapia frontosa",1
"voucher of cyprinodon variegatus",1
"voucher of cyrtocara moorii",1
"voucher of diaphus anderseni",1
"voucher of diaphus arabicus",1
"voucher of diaphus effulgens| figured of diaphus effulgens",1
"voucher of diaphus garmani",1
"voucher of diaphus garmani| figured of diaphus garmani",1
"voucher of diaphus metapoclampus",1
"voucher of diaphus parri| figured of diaphus parri",1
"voucher of diaphus perspicillatus",1
"voucher of diaphus regani",1
"voucher of diaphus regani| voucher of diaphus regani",1
"voucher of diaphus splendidus",1
"voucher of diaphus taaningi",1
"voucher of diaphus vanhoeffeni",1
"voucher of dicrolene introniger",1
"voucher of dicrossus maculatus",1
"voucher of dimidiochromis compressiceps",1
"voucher of diogenichthys atlanticus",1
"voucher of diplacanthopoma brachysoma",1
"voucher of diplomystes chilensis",1
"voucher of diplophos taenia| voucher of diplophos taenia",1
"voucher of diretmus argenteus",1
"voucher of ditrema temminickii",1
"voucher of docimodus johnstoni",1
"voucher of dolichopteryx longipes",1
"voucher of dolichopteryx rostrata",1
"voucher of echidna nebulosa",1
"voucher of echidna polyzona",1
"voucher of electrona antarctica",1
"voucher of embiotoca jacksoni",1
"voucher of embiotoca lateralis",1
"voucher of enchelycore anatina",1
"voucher of enchelycore nigricans",1
"voucher of epigonus macrops",1
"voucher of epigonus occidentalis",1
"voucher of eremophilus mutisii| voucher of eremophilus mutisii",1
"voucher of eretmodus cyanostictus| voucher of eretmodus cyanostictus",1
"voucher of erimyzon oblongus",1
"voucher of esox americanus americanus",1
"voucher of esox lucius| voucher of esox lucius",1
"voucher of esox niger",1
"voucher of etheostoma flabellare",1
"voucher of etheostoma fusiforme fusiforme",1
"voucher of etheostoma olmstedi",1
"voucher of etroplus suratensis",1
"voucher of euchilichthys dybowskii",1
"voucher of eulamia springeri",1
"voucher of eustomias borealis",1
"voucher of eustomias macropthalmus",1
"voucher of eustomias obscurus",1
"voucher of eustomias paucifilis",1
"voucher of eustomias variabilis",1
"voucher of exocoetus obtusirostris",1
"voucher of fundulus diaphanus",1
"voucher of fundulus heteroclitus| holotype of fundulus capensis",1
"voucher of fundulus luciae",1
"voucher of gadus ogac",1
"voucher of galeus arae",1
"voucher of galeus boardmani",1
"voucher of gambusia punctata",1
"voucher of gasterosteus aculeatus",1
"voucher of gasterosteus wheatlandi",1
"voucher of geophagus altifrons",1
"voucher of gephyrocharax caucanus",1
"voucher of gephyrocharax chocoensis",1
"voucher of gephyrocharax valencia",1
"voucher of ginglymostoma cirratum",1
"voucher of glanidium melanopterum",1
"voucher of glyphidodon rudis",1
"voucher of gobiesox daedaleus brachysoma",1
"voucher of gobiesox maeandricus",1
"voucher of gobiesox papillifer",1
"voucher of gobiesox papillifer| voucher of gobiesox papillifer| figured of gobiesox papillifer| voucher of gobiesox papillifer",1
"voucher of gonichthys tenuiculus",1
"voucher of gonostoma elongatum",1
"voucher of grammatotria lemairii",1
"voucher of guianacara geayi",1
"voucher of gymneleotris seminudus",1
"voucher of gymnogeophagus gymnogenys",1
"voucher of gymnomuraena zebra",1
"voucher of gymnothorax berndti",1
"voucher of gymnothorax conspersus",1
"voucher of gymnothorax gracilicauda",1
"voucher of gymnotus carapo| additional material of gymnotus curupira",1
"voucher of haemulon taeniatum",1
"voucher of halosaurus nigerrimus",1
"voucher of haplochromis kribensis",1
"voucher of haplochromis lividus",1
"voucher of haplotaxodon tricoti| voucher of benthochromis tricot",1
"voucher of harpagochromis diplotaenia",1
"voucher of harpagochromis guiarti",1
"voucher of hemanthias aureorubens",1
"voucher of hemibates stenosoma",1
"voucher of hemichromis fasciatus",1
"voucher of hemiodus quadrimaculatus",1
"voucher of hemiodus semitaeniatus",1
"voucher of hemiscyllium ocellatum",1
"voucher of hemitilapia oxyrhyncha",1
"voucher of heros severus",1
"voucher of hollardia hollardi",1
"voucher of holocentrinae| voucher of holocentrinae",1
"voucher of holocentrum prospinosum| lectotype of holocentrum prospinosum",1
"voucher of holocentrus suborbitalis",1
"voucher of hoplotilapia retrodens",1
"voucher of huso dauricus",1
"voucher of hybognathus punctifer",1
"voucher of hygophum benoiti",1
"voucher of hygophum brunni",1
"voucher of hygophum hanseni",1
"voucher of hygophum macrochir",1
"voucher of hygophum proximum",1
"voucher of hygophum reinhardtii",1
"voucher of hymenocephalus italicus",1
"voucher of hyperprosopon ellipticum",1
"voucher of hypoplectrus aberrans",1
"voucher of hypoplectrus guttavarius",1
"voucher of hyporhamphus acutus acutus",1
"voucher of hyporhamphus intermedius",1
