"preps","institutioncode","collectioncode","catalognumber","Stand.Prep","Stand.Prep.2","Stand.Prep.3","Tissue","Photo","X","freq"
"whole organism (alcohol)","ucm","fish specimens","7546","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7799","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7643","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7736","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7717","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7702","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7547","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7801","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7521","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7528","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7765","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7707","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7656","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7714","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7657","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7703","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7651","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7750","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7513","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7670","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7532","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7682","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7798","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7752","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7720","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7767","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7646","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7809","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7535","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7549","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7686","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7512","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7768","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7718","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7737","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7685","EtOH","","",NA,NA,NA,68
"whole organism (alcohol)","ucm","fish specimens","7536","EtOH","","",NA,NA,NA,68
"whole organism (ethanol)","ucm","fish specimens","7048","EtOH","","",NA,NA,NA,99
