"Collector","Count"
"patymar",2
"peckham",2
"penner",2
"peters",2
"pierson",2
"plews",2
"podesta",2
"powell",2
"purdie",2
"r.f.c",2
"rabjohn",2
"raszewski",2
"retallack",2
"rice",2
"ridgeway",2
"ritchie",2
"roberge",2
"rodd",2
"rolf",2
"romanyshyn",2
"ronaghan",2
"ross",2
"rubuliak",2
"rudkin",2
"russ",2
"rutt",2
"ryde",2
"sabean",2
"samoil",2
"sands",2
"schramm",2
"schriber",2
"schroeder",2
"schwartz",2
"scouts",2
"searing",2
"sharon",2
"shin",2
"shostak",2
"siberie",2
"skorikov",2
"slygorszshski",2
"spoljarich",2
"stansfield",2
"state",2
"stefanov",2
"sterling",2
"steven",2
"stevens",2
"steward",2
"strawn",2
"stricklan",2
"student",2
"styles",2
"suchodolski",2
"sund",2
"tardiff",2
"than",2
"tom",2
"toner",2
"torrance",2
"trach",2
"travis",2
"tylka",2
"vanderzee",2
"vliet",2
"von",2
"walton",2
"westworth",2
"wiggs",2
"wighton",2
"wilkin",2
"willey",2
"winterbottom",2
"wood",2
"worrall",2
"yabe",2
"yescott",2
"a.k",1
"a.o",1
"abell",1
"acorn",1
"acron",1
"adello",1
"ahlander",1
"albert",1
"albright",1
"alcyon",1
"alger",1
"allin",1
"ambedian",1
"amerongen",1
"amerongon",1
"amy",1
"andrews",1
"animal",1
"anker",1
"antanuik",1
"appleby",1
"arai",1
"arbour",1
"arion",1
"arlene",1
"atkinson",1
"atlantico",1
"ault",1
"australian",1
"b.c",1
"b.h.w",1
"babin",1
"bachwalk",1
"bait",1
"balding",1
"ballard",1
"balmer",1
"balon",1
"balzer",1
"banister",1
"baraiya",1
"barbour",1
"baringer",1
"barr",1
"bastle",1
"becker",1
"beets",1
"belfry",1
"belzman",1
"benger",1
"benoit",1
"bentz",1
"berg",1
"berger",1
"bergeron",1
"berra",1
"bertelson",1
"beyersbergen",1
"bierman",1
"bill",1
"birkett",1
"blackett",1
"blacksteen",1
"blackwood",1
"bleuler",1
"blower",1
"bogan",1
"bogart",1
"bogg",1
"bohdarenko",1
"boinstvenski",1
"boles",1
"boonstra",1
"boorse",1
"bousfield",1
"bowhay",1
"bowler",1
"boyd",1
"brenda",1
"brett",1
"brian",1
"brimley",1
"british",1
"brumfield",1
"bryan",1
"bryanti",1
"bryden",1
"bryenton",1
"bullis",1
"bulmer",1
"bulyea",1
"bunci",1
"bunker",1
"bunnell",1
"burgess",1
"burnhams",1
"burr",1
"burton",1
"butley",1
"butterfield",1
"butterworth",1
"cable",1
"cain",1
"cairns",1
"calanus",1
"calcutt",1
"cam",1
"cancade",1
"cantin",1
"canveth",1
"cargo",1
"carol",1
"carr",1
"casey",1
"casselman",1
"cawrie",1
"cazes",1
"chabaylo",1
"chambers",1
"chandra",1
"charbonneau",1
"charnuka",1
"cheecham",1
"chernichan",1
"chircova",1
"christensen",1
"cliai",1
"cliff",1
"clifton",1
"clyne",1
"cod",1
"collinson",1
"columbia",1
"comisky",1
"constable",1
"conway",1
"cooke",1
"coombs",1
"copley",1
"copper",1
"coriolis",1
"cormier",1
"cortez",1
"cory",1
"cosenzo",1
"cotterill",1
"courtrielte",1
"cox",1
"crarham",1
"cremer",1
"crome",1
"crosby",1
"croucher",1
"crumb",1
"crutchfield",1
"cuneo",1
"daleske",1
"daniels",1
"darlington",1
"davey",1
"davidson",1
"davies",1
"debbie",1
"degner",1
"degraff",1
"degroot",1
"demars",1
"denele",1
"dennis",1
"denny",1
"department",1
"dept",1
"derek",1
"diachuck",1
"dickerson",1
"disalvo",1
"donelly",1
"donovan",1
"doonanco",1
"dorien",1
"dorothy",1
"douglass",1
"dourder",1
"drewoth",1
"drotos",1
"dumitrescu",1
"dwernychuk",1
"dyck",1
"dyke",1
"dykes",1
"dyme",1
"ebel",1
"edmonds",1
"edmunds",1
"edward",1
"edwards",1
"egedahal",1
"egerton",1
"egglastton",1
"elison",1
"elsa",1
"elves",1
"entwhistle",1
"eric",1
"erickson",1
"ernest",1
"es",1
"essington",1
"etherington",1
"euksier",1
"ewaschuk",1
"ewert",1
"f.p",1
"fabris",1
"fairweather",1
"fallis",1
"fancy",1
"fatch",1
"fawcett",1
"feha",1
"fehr",1
"fichter",1
"findlay",1
"finn",1
"fitzgerald",1
"flanssen",1
"flash",1
"flechsig",1
"flint",1
"flobert",1
"fontaine",1
"forben",1
"forrest",1
"fortier",1
"frack",1
"francis",1
"fraser",1
"frauss",1
"freigang",1
"friesen",1
"fulller",1
"fulmer",1
"gabaldon",1
"gaige",1
